city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,java,android,android sdk,kotlin,git,ооп,java se,design patterns,rest,sqlite,other
Екатеринбург,Сбербанк,2019-12-02T13:58:07+0300,"  Главное о Сбербанке:  Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.    Наша новая цель  — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов.       Приглашаем Android разработчика на новый проект Корпоративно - инвестиционного бизнеса. Команда будет заниматься разработкой внутренней платформы Сбербанка, которая обеспечивает сопровождение и мониторинг деятельности застройщиков, а также дольщиков. Данная система предназначена для: сбора, анализа и отслеживания операций по кредитуемым объектам.       Вам предстоит: • Проектирование модулей ПО • Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе Android • Участие в формирование DevOps-практик       Команда ожидает, что Вы: • Знаете React Native, Android Studio, Gradle, эмуляторы, ASDK , Robotium • Имеете опыт коммерческой разработки Android-приложений не менее года; • Имеете хорошее знание Java 8+ (Core) • Имеете опыт работы с git • Имеете опыт параллельного и многопоточного программирования; • Имеете опыт разработки сетевых приложений как на уровне сокетов, так и на уровне HTTP • Умеете разбираться и работать с чужим кодом. • Последний год вы работали в аналогичной должности.       Будет плюсом: • опыт работы в Agile • знакомство с инструментарием создания и проведения тестов • опыт работы с bug tracking system • опыт работы в команде   • знание GraphQL        Мы предлагаем:     Условия работы:  бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;    Уровень заработной платы , который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования;    Заботу о здоровье:  корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;    Знания:  индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;    Корпоративные мероприятия:  Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;    Особые условия для сотрудников:  льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.       Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем  рады увидеть вас в команде!  ",Полная занятость,Полный день,От 1 года до 3 лет,|Java 8+ (Core)|React Native|Android Studio|Gradle|Git|Agile,3.0,206000.0,1.0,113500.0,android разработчик,"Знаете React Native, Android Studio, Gradle, эмуляторы, ASDK , Robotium. Имеете опыт коммерческой разработки Android-приложений не менее года. ","Проектирование модулей ПО. Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе Android. Участие в формирование...",0.36666666666666664,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
Екатеринбург,Spectrum,2019-12-12T09:43:36+0300,"  Spectrum  – это компания, которая объединяет 4 федеральных сервиса по проверке: автомобилей (avtocod.ru), физических лиц (checkperson.ru), контрагентов (xfirm.ru) и объектов недвижимости (egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. В нашей команде уже более 100 человек :)   Аудитория наших мобильных приложений постоянно растет и насчитывает уже более 100 000 пользователей ежемесячно. Поэтому мы хотим усилить нашу мобильную разработку и находимся в поисках единомышленников, которые помогут нам сделать наши приложения лучше :)     Задачи, которые ты будешь у нас решать:       Разработка Android-приложений для сервисов компании;   Участие в разработке архитектуры приложений.       Стек, который мы используем  :     Java/Kotlin,   MVP,   RxJava 2,   Dagger 2,   Retrofit 2,   Room,   Clean Architecture.       Будет очень круто, если у тебя есть:       Знание ООП, паттернов проектирования;   Знание классических алгоритмов и структур данных, понимание SOLID;   Опыт работы с git.       Со своей стороны предлагаем:       Официальное трудоустройство, белую заработную плату;   Работу в составе слаженной и грамотной команды над крупным проектом, реальную возможность влиять на развитие продукта;   Гибкое начало рабочего дня, офис в центре города;   Пересмотр заработной платы по мере твоего развития в компании;   Оплату посещения конференций и профильных курсов;   Современное &quot;железо&quot; и любые необходимые сервисы;   Отсутствие бюрократии и внятные ТЗ;   Английский за счет компании;   Unlimited coffee with cookies :)       ",Полная занятость,Полный день,От 1 года до 3 лет,|Java|Android|Android SDK|Kotlin,3.0,160000.0,1.0,100000.0,android разработчик,"Знание ООП, паттернов проектирования. Знание классических алгоритмов и структур данных, понимание SOLID. Опыт работы с git.",Разработка Android-приложений для сервисов компании. Участие в разработке архитектуры приложений. Java/Kotlin. MVP. RxJava 2. Dagger 2. Retrofit 2. ,0.03333333333333333,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
Екатеринбург,MERA,2019-12-13T17:00:13+0300," Разработка POS-решений на платформе Android (OS and Framework, power consumption).   Новый и долгосрочный проект по развитию и поддержке популярной POS-системы от одного из лидеров в этой области. Команда MERA интегрируется в команду партнера и будет участвовать в функциональном развитии продукта. С помощью нашего POS-решения ежедневно тысячи магазинов обслуживают своих покупателей по всему миру. В процессе разработки привлекаются новейшие технологии, позволяющие принимать бесконтактные платежи, работать в режиме офлайн и интегрироваться с многочисленными сторонними программными и аппаратными системами.   В связи с открытием проекта мы ищем опытного Android Framework/OS специалиста. Вы станете частью команды MERA, ведущей разработку и поддержку устройств POS в сотрудничестве с лидером по предоставлению POS (Point-Of-Sale) решений на рынках Северной Америки, Европы и Азии. Мы предлагаем работу в долгосрочном и стабильном проекте, интересные задачи, возможность профессионального и карьерного роста.   Возможна релокация Нижний Новгород, Казань или удаленный формат работы.    Ваши задачи :     Кастомизация Android framework и ОС     Необходимые навыки :    знание архитектуры и всех уровней Android, особенно Framework/API и OS   опыт разработки под Android от 3-х лет (OS, Framework/API);   глубокое знание Java и C++   опыт работы с устройствами, телефонией, донглами   навык эффективной работы с системой контроля версий (Git)   опыт использования практик: unit testing, code review, continuous integration      Будет плюсом :     oпыт работы в Point of Sale или Payment processing   опыт принятия архитектурных решений и рефакторинга существующего кода   портфолио работ или ссылки на реализованные приложения      Знание иностранных языков :     письменный английский на уровне свободного чтения и написания документации, переписки с заказчиком   разговорный английский на уровне не ниже Intermediate для общения с заказчиком и участия в митингах      Мы предлагаем :     Работу в одной из крупнейших IT-компаний в проектах с мировыми лидерами telecom, automotive, финансовой и других отраслей   Конкурентоспособное вознаграждение и социальный пакет, включая дополнительное медицинское страхование   Комфортные условия труда и современную инфраструктуру (офис в центре города, места для отдыха, кухня)   Гибкий график, демократичный стиль управления, дружную команду   Льготное кредитование в крупнейших банках   Поддержку здорового образа жизни: льготное членство в фитнес-клубах, участие в спортивных мероприятиях   Гибкую систему материального поощрения и материальной помощи   Возможности профессионального обучения и развития      Помощь при переезде и бонус за релокацию!  ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Android framework|Java|C++,6.0,206000.0,3.0,113500.0,android framework разработчик,"Знание архитектуры и всех уровней Android, особенно Framework/API и OS. Опыт разработки под Android от 3-х лет (OS...",Кастомизация Android framework и ОС.,0.0,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Екатеринбург,СКБ-Банк,2019-11-25T06:55:21+0300," Команда смелых и решительных продактов, создающих продукт для людей дела, ищет креативного, профессионального, болеющего за дело Мобильного разработчика.    Чем придется заниматься?    Без устали совершенствовать мобильное приложение, давая возможность людям дела пользоваться услугами банка в телефоне где угодно и когда угодно. Писать чистый и красивый код, который оптимален и отказоустойчив.    Функционал:      Оперативно разобраться в стороннем коде мобильного приложения для Android.   Принимать участие в доработках приложения, внедрении нового функционала и интеграции с кассовой периферией и внешними онлайн сервисами.   Принимать участие в анализе и исправлении багов, обнаруженных в ходе эксплуатации приложения.       Технологии:       Экспертный уровень знания языка разработки JavaAndroid и формата обмена данными JSON.   Уверенное владение GITLAB, JENKINS, GSON, Realm, Retrofit, RxJava, Sl4j, JodaTime - Работа со временем в Java SE, SimpleXmlFramework, JUnit, EventBus, Butterknife, JSSC.       Необходимые навыки:      Навыки работы с чужим кодом.   Умение работать в команде, коммуникабельность   Умение осваивать новые технологии в сжатые сроки.      С нашей стороны мы:    Можем обеспечить непрерывный поток историй для реализации, именно историй, а не задач, так как не отделяем разработчика от продуктовой команды. Очень важно, чтобы интеграции с периферийными устройствами не составляли никаких трудностей.    И, конечно, не обойдется без вот этого всего:      Официальное трудоустройство согласно ТК РФ.   Заработная плата по результатам собеседования.   Уютный, комфортный и технологичный офис в центре города.   Социальная политика: услуги СКБ-банка на льготных условиях, компенсация оплаты за бассейн, партнерские программы по спортзалу и мобильной связи, ДМС.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Android,3.0,206000.0,1.0,113500.0,android разработчик,"Экспертный уровень знания языка разработки JavaAndroid и формата обмена данными JSON. Уверенное владение GITLAB, JENKINS, GSON, Realm, Retrofit, RxJava, Sl...","Оперативно разобраться в стороннем коде мобильного приложения для Android. Принимать участие в доработках приложения, внедрении нового функционала и интеграции с...",0.6,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Сервис заказа такси Максим,2019-12-13T14:26:35+0300,"  &quot;Максим&quot; ищет разработчиков в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах.     Кто мы:    - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия.    Что у нас есть:    - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 7 миллионов установок в Google Play.    Мы хотим найти человека, который:    - знает ООП и структуры данных, понимает принципы SOLID;   - имеет опыт разработки на Java или Kotlin для Android;   - знает Android SDK, понимает архитектуру Android;   - имеет опыт работы с Android Studio, Gradle;   - знаком с принципами Material Design;   - имеет опыт работы с системами контроля версий Git;   - работал с SQL базами данных.    Будем большим плюсом, если:    - есть опубликованные Android-приложения (Google Play);   - есть опыт коммерческой разработки под Android.    Что мы предлагаем:    - множество интересных задач, в решении которых вы можете принять полноправное участие;   - дружелюбный коллектив профессионалов;   - корпоративное обучение;   - поездки на it-конференции;   - комфортное рабочее место;   - компенсацию питания;   - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи);   - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы). ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,200000.0,1.0,50000.0,android разработчик,"Мы хотим найти человека, который: - знает ООП и структуры данных, понимает принципы SOLID. - имеет опыт разработки на Java или Kotlin...",Без обязанностей,0.0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Сайтсофт,2019-12-12T09:58:02+0300,"  Наши основные направления деятельности:  создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях.   Коллектив компании состоит из  более 150 высококвалифицированных специалистов , работающих в офисах Москвы, Екатеринбурга и Новосибирска.    Приглашаем в нашу команду программиста Android.     От вас потребуется:      глубокое знание компьютерных технологий, включая алгоритмы, сети, архитектурные шаблоны и шаблоны проектирования;   опыт разработки на Java;   знание Android SDK;   умение искать информацию и находить решения;   желание решать нетривиальные задачи.     Дополнительными преимуществами будут опыт разработки под другие мобильные платформы и знания любых других языков программирования.    Наш стек: MVP/MVVM/Clean Architecture, Android architecture components, RxJava 2, Moxy, Retrofit 2, Realm.      Если вы чего-то не знаете, но есть желание узнать, то давайте встречаться!      В сферу ваших задач будет входить:      разработка приложений для Android;   разработка архитектуры приложений;   участие в планировании и организации процесса разработки;   участие в анализе требований;   изучение новых технологий и повышение уровня собственных знаний.      Со своей стороны предлагаем:      современный офис на Белинского, 86;   гибкий рабочий график с началом работы с 8:00 до 12:00;   полностью белая заработная плата. Уровень оклада обсуждается индивидуально в зависимости от профессиональных компетенций;   ежегодный пересмотр заработной платы по результатам работы;   возможности для профессионального и карьерного развития;   качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц;   работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны.      Среди наших проектов:        Интернет-портал МВД России       Интернет-портал МЧС России       ФССП России       и множество других     ",Полная занятость,Полный день,От 1 года до 3 лет,|Java|Android SDK|SQLite|ООП|Android|JavaScript,3.0,206000.0,1.0,113500.0,android разработчик,"Глубокое знание компьютерных технологий, включая алгоритмы, сети, архитектурные шаблоны и шаблоны проектирования. Опыт разработки на Java. Знание Android SDK. ",Разработка приложений для Android. Разработка архитектуры приложений. Участие в планировании и организации процесса разработки. Участие в анализе требований. ,0.03333333333333333,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
Екатеринбург,Яндекс,2019-12-11T16:27:43+0300," Наша команда работает над приложением, которое называется просто — Яндекс. Это приложение — визитная карточка компании на мобильных устройствах, оно создаёт актуальную картину дня. На одном экране собраны поисковая строка, погода, пробки, биржевые котировки, киноафиша, ссылки на другие сервисы. А ещё у нас есть определитель номера, Алиса, настройка умного дома и много других полезных фич.       Вы нам подходите, если у вас есть:     опыт программирования от двух лет;   опыт параллельного и многопоточного программирования;   знание классических алгоритмов и структур данных;   опыт проектирования архитектуры приложений и применения паттернов.        Кроме того, приветствуется:    опыт программирования мобильных приложений;   знание распределённых систем контроля версий (Git);   опыт работы в команде.        Вам предстоит:  Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт.   Если вы не занимались мобильной разработкой для Android либо разрабатывали для других платформ, но хотите изучить Android, то мы вам поможем. ",Полная занятость,Полный день,От 3 до 6 лет,|Java|Kotlin|Android,6.0,206000.0,3.0,113500.0,разработчик android приложений,Опыт программирования от двух лет. Опыт параллельного и многопоточного программирования. Знание классических алгоритмов и структур данных. Опыт проектирования архитектуры приложений...,"Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт.",0.06666666666666667,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Екатеринбург,Точка,2019-11-18T08:04:46+0300," Ищем крутого  Android  разработчика, который следит за трендами и готов к новым вызовам. Каждый день мобильным приложением Точки пользуются сотни тысяч предпринимателей: они выставляют счета, переводят деньги контрагентам, выплачивают зарплату своим сотрудникам, и любые сбои становятся критичными. Тебе предстоит охранять бесперебойность бизнеса наших клиентов и совершенствовать приложение Точки.    Что надо делать:    Ты будешь создавать лучший мобильный банк для предпринимателей — это подтверждают не только российские, но и международные награды. Проект по-настоящему масштабный, и ты сможешь выбрать продукт, который тебе будет по душе — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может быть, тебе интересно заниматься первой в России программой лояльности для предпринимателей.    Ты подойдёшь, если:        Разрабатывал  Android -приложения не менее года.       Знаешь  Android API 4.0  и выше и уверенно владеешь  Java и Android SDK.        Знаешь  Kotlin, RxJava, MVP/MVVM/Clean Architecture, Android architecture components, Dagger 2.        Работаешь по  GitFlow .        Что в Точке необычного        Точке нет начальников, отделов и должностных инструкций. Наша структура позволяет каждому брать ответственность при принятии решений и влиять на жизнь компании в режиме нон-стоп.       У нас нет бюрократии — разработчики моментально синхронизируются, а команды не тратят время на невнятные ТЗ.       В скорости релизов нам помогают методы Agile, а в прокачке сервисов — обратная связь от пользователей.       Если коротко, мы — большой банк, который объединяет в себе серьёзность финансовой организации, дух стартапа и душевность компании друзей.    Какой будет Точка для тебя:        Комфортная зарплата, которая оправдывает ожидания, медстраховка и всё, что обычно называют горами бесплатных печенек и кофе.       Удобный график: пятидневная рабочая неделя с гибким начало и окончанием рабочего дня.       Уютный офис в центре города, мягкие зоны в стиле коворкинга, бизнес-библиотека, тренажёрный зал и не только       Бесплатное обучение. Всячески способствуем развитию сотрудников, оплачиваем курсы и отправляем на конференции. Периодически митапимся и делимся опытом.       То самое чувство команды, которая летит впереди рынка и не перестаёт приятно удивлять своих клиентов. Кстати, посмотреть на людей, которые создают Точку, всегда можно в нашем инстаграме.        Мы не можем предложить вариант удалённого сотрудничества, зато у нас есть очень приятный релокационный пакет в столицу Урала :)     Уже чувствуешь, что команда мечты рядом? Ты знаешь, что делать :)  ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,206000.0,1.0,113500.0,разработчик мобильных приложений под android,Разрабатывал Android-приложения не менее года. Знаешь Android API 4.0 и выше и уверенно владеешь Java и Android SDK.,Без обязанностей,0.8333333333333334,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,КБ «Уральский банк реконструкции и развития» (УБРиР),2019-12-09T08:40:35+0300," Динамичная команда, которая ежедневно совершенствует себя, свои услуги и продукты, ищет android -разработчика.    Нам нужен человек, который:      Владеет языками программирования: Kotlin + Java;   Android SDK с версии 21, RxJava, retrofit, dagger, glide;   Знает, понимает, использует ООП, SOLID принципы, паттерны проектирования;   Знает основы БД и работы с сетью;      Ваша работа:      Разработка нового функционала мобильного банка для физических лиц.      Мы предлагаем:      Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки;   Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ;   Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.;   ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку;   Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое;   Режим работы: пятидневную рабочую неделю с 8:30 до 17:30 (может корректироваться по согласованию с руководителем).     УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации.   Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг.   Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается. ",Полная занятость,Полный день,От 1 года до 3 лет,|Android SDK|Java|Android|Java SE|ООП,3.0,206000.0,1.0,113500.0,android разработчик,"Владеет языками программирования: Kotlin + Java. Android SDK с версии 21, RxJava, retrofit, dagger, glide. Знает, понимает, использует ООП, SOLID...",Разработка нового функционала мобильного банка для физических лиц.,0.13333333333333333,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
Екатеринбург,Тензор,2019-11-18T09:22:34+0300," Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе.   Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшна”. Проекты, в которых могут быть занято несколько десятков человек - программисты, проектировщики, тестировщики, релиз-инженеры и тд.   В нашу компанию требуется ведущий Android-разработчик.    Вам предстоит:      разрабатывать мобильные приложения на базе Android для продуктов компании, которыми пользуется более миллиона клиентов по всей России;   проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов.      Мы ждём от Вас:      опыт разработки под Android от 3-х лет;   понимание паттернов архитектуры MVP и MVVM;   отличное знание Java/Kotlin и Android SDK;   опыт работы с Git, Dagger 2, RxJava.   знание шаблонов проектирования;   опыт параллельного и многопоточного программирования;   знание классических алгоритмов и структур данных.      Будет плюсом:      наличие своих проектов на github или аналогичном сайте.      Мы предлагаем:      оформление по ТК РФ;   премии от 5 до 20% по итогам работы за месяц;   ДМС после года работы в компании;   курсы иностранных языков;   корпоративные праздники и различные совместные мероприятия, спортивные программы.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,290000.0,3.0,200000.0,senior android разработчик,Опыт разработки под Android от 3-х лет. Понимание паттернов архитектуры MVP и MVVM. Отличное знание Java/Kotlin и Android...,"Разрабатывать мобильные приложения на базе Android для продуктов компании, которыми пользуется более миллиона клиентов по всей России. Проектировать и разрабатывать...",0.8333333333333334,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Тинькофф,2019-12-10T08:05:10+0300,"  Привет!    Мы ищем талантливых Android разработчиков в центр разработки, который мы открыли в Екатеринбурге год назад!   Мы - команда талантливых и амбициозных профессионалов, уделяющая особое внимание мобильным платформам. Созданные нами продукты возглавляют рейтинги авторитетных аналитических агентств.   Растущая аудитория пользователей и ежегодные награды требуют от нас постоянного развития.   У нас много идей и нам нужны профессионалы, способные воплотить их в жизнь.    Обязанности:      Разработка приложений по техническому описанию и дизайнам;   Планирование и оценка задач;   Формирование архитектуры приложения;   Работа с командой: распределение задач, консультирование, код-ревью;   Взаимодействие с отделом тестирования.      Требования:      Опыт Android разработки от 1 года (Java/Kotlin);   Опыт создания клиент-серверных приложений;   Наличие завершённых проектов в магазинах приложений;   Английский язык на уровне понимания технической литературы;   Уверенное знание Java Core, Android SDK, support-package;   Знание SQL;   Знание основных технологий и протоколов передачи данных;   Знание ООП и паттернов проектирования;      Существенный плюс:      Знание гайдлайнов и основных принципов material дизайна;   Опыт разработки серверных приложений;   Знание принципов Agile, CI, CD, TDD;   Опыт создания приложений с использованием MVP и unit-тестов;   Опыт использования RxJava, RxAndroid;   Опыт работы с веб-сокетами.   Опыт разработки приложений на Kotlin.      От нас:      Премия по итогам работы за год;   Ежегодный пересмотр заработной платы;   Гибкий рабочий график с началом работы с 8:00 до 11:00;   ДМС (+ стоматология);   Компенсация обедов;   Оплата конференций, курсов;   Компенсация 50% на спорт;   Специальные условия на продукты Tinkoff.ru;   Комфортабельный офис в БЦ &quot;Палладиум&quot;.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,206000.0,1.0,113500.0,senior middle android разработчик,Опыт Android разработки от 1 года (Java/Kotlin). Опыт создания клиент-серверных приложений. Наличие завершённых проектов в магазинах приложений. ,"Разработка приложений по техническому описанию и дизайнам. Планирование и оценка задач. Формирование архитектуры приложения. Работа с командой: распределение задач, консультирование...",0.1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
