city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,java,spring framework,git,sql,javascript,postgresql,hibernate orm,java se,java ee,junit,other
Москва,ГК Аплана,2019-11-26T12:00:51+0300," Обязанности:     Разработка программного обеспечения для оказания государственных и муниципальных услуг в электронном виде   Работа над дефектами программного обеспечения   Участие в сопровождении программного обеспечения     Требования:       Знание Java 2 платформы, спецификации языка       поведения JVM       знание стандартных библиотек, коллекций, ввода-вывода       Понимание концепции клиент-сервер       Понимание RDBMS     EJB, JPA, JMS, JavaScript, AJAX, SOAP, SQL.     Условия:     Зарплата &quot;белая&quot;, фиксированный оклад. Уровень дохода зависит от опыта и компетенций кандидата.　   Офис в 5-7 мин пешком от м. Автозаводская. Развитая инфраструктура вокруг: фитнес, йога, рестораны, ТЦ.   Корпоративные скидки на фитнес, мобильную связь.   ДМС со стоматологией, плюс страховой полис для выезда за рубеж, плюс прием врача в офисе.　　   Рабочий день на выбор: с 9:00 до 18:00 или с 10:00 до 19:00 (график гибкий, можно подстраивать под себя).   Комфортная кухня на каждом этаже, оборудованная техникой.     Возможность работать удаленно из другого города     ",Полная занятость,Полный день,Нет опыта,|Java|Java EE|MS SQL|Мобильность|Оперативный поиск информации в сети Интернет,,92500.0,,45000.0,java разработчик,"Знание Java 2 платформы, спецификации языка. Поведения JVM. Знание стандартных библиотек, коллекций, ввода-вывода. Понимание концепции клиент-сервер. Понимание RDBMS. ",Разработка программного обеспечения для оказания государственных и муниципальных услуг в электронном виде. Работа над дефектами программного обеспечения. Участие в сопровождении...,0.5666666666666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
Москва,Эвотор,2019-12-02T14:31:38+0300," Эвотор - это платформа для малого и среднего бизнеса.   В команду ищем человека, который будет участвовать в развитии высоконагруженной системы, обслуживающей более 600 тысяч касс, принимающей сотни запросов в секунду как от самих касс так и от различных внутренних и внешних ИТ систем. Развивающаяся система является ядром экосистемы компании.    Задачи:      Разработка серверной части высоконагруженной систем   Участие в построение архитектуры системы   Участие в выявлении и устранении причин аварий      Кого ищем:        Java SE (Core, Collections, Multithreading)       Опыт оптимизации производительности крупных систем       Опыт разработки клиент-серверных приложений       Отличное знание SQL       Опыт работы с БД Oracle, навыки оптимизации запросов       Опыт работы с Linux       Плюсом будет опыт работы с Kafka       Стек: Java8, Oracle, Kafka, Ratpack, Netty, Hazelcast, Log4j, JUnit, ELK    Условия:      Полностью официальная заработная плата   Гибкое начало и окончание рабочего дня   Офис в шаговой доступности от м. Парк Культуры со своей кухней и террасой   Корпоративный хоккей, английский, обучение   ДМС после прохождения испытательного срока   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,92500.0,1.0,45000.0,java разработчик,"Java SE (Core, Collections, Multithreading). Опыт оптимизации производительности крупных систем. Опыт разработки клиент-серверных приложений. Отличное знание SQL. ",Разработка серверной части высоконагруженной систем. Участие в построение архитектуры системы. Участие в выявлении и устранении причин аварий.,0.36666666666666664,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Сбербанк - Технологии,2019-11-21T17:51:40+0300, ,Полная занятость,Полный день,Нет опыта,,,193333.3333333333,,117000.0,java разработчик,"Уверенные знания Java. Понимание принципов ООП и шаблонов проектирования. Опыт использования Spring Framework (Core, AOP, Jdbc). Знание Git, работа по...","Участие в разработке, внедрении и сопровождении компонентов высоконагруженной отказоустойчивой платформы Единой Фронтальной Системы.",0.7333333333333333,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"Северсталь, Москва",2019-11-21T15:11:15+0300,"  Компания «Северсталь-инфоком» - центр информационных и коммуникационных технологий крупнейшего горнодобывающего и сталелитейного холдинга «Северсталь».     «Северсталь-инфоком» сегодня это:       2  9  -летний опыт IT экспертизы     19 городов присутствия по России     более 1300 сотрудников     208 предоставляемых сервисов       Мы ищем кандидатов, которые получают удовольствие от эффективной командной работы, направленной на сопровождение и совершенствование внутренних бизнес-процессов компании. Мы не боимся амбициозных целей и верим, что каждое наше действие должно приносить результат.     Мы активно расширяемся и находимся в поиске   Java  -разработчика.     Что вас ожидает:      Участие в крупном проекте по разработке международной b2b платформы на Hybris в качестве Java-разработчика;   Участие в обновлениях и разработке последних версий SAP Hybris;   Работа в полноценной scrum-команде с полным циклом разработки до конечного пользователя.      Что мы ожидаем от кандидатов:      Опыт работы с Java (уровень Middle и Senior) от 1 года и более;   Опыт работы с Spring framework;   Опыт работы с веб-службами (REST / SOAP);   Знание Core, Java 8, Spring MVC;   Высшее техническое образование (желательно в сфере ИТ).      Что мы предлагаем:      Работа в крупной международной компании;   Комфортный и современный офис;   Есть возможность удаленной работы;   Перспективы профессионального роста и развития (бесплатное обучение, повышение квалификации, участие в форумах, конференциях);   Ежегодные бонусы по результатам деятельности;   Компенсация сотовой связи и спорта;   ДМС (включая стоматологию, 100% оплата больничного до 10 дней в год).           ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,193333.3333333333,1.0,117000.0,разработчик java,Опыт работы с Java (уровень Middle и Senior) от 1 года и более. Опыт работы с Spring framework. ,Участие в крупном проекте по разработке международной b2b платформы на Hybris в качестве Java-разработчика. Участие в обновлениях...,0.7333333333333333,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Бэнкс Софт Системс,2019-12-12T10:01:31+0300," ООО «Бэнкс Софт Системс» (Компания BSS) существует на рынке более 20 лет и занимает лидирующие позиции на рынке разработки и внедрения автоматизированных систем дистанционного банковского обслуживания (ДБО) и управления финансами.    В связи с расширением штата, мы приглашаем Java-разработчиков присоединиться к команде разработки решения Correqts        Обязанности:      Разработка нового функционала;   Сопровождение существующих решений;   Рефакторинг кода;   Написание unit-тестов.          Требования:      Опыт разработки на Java от 2-х лет;   Spring Framework;   Hibernate;   SQL, навыки работы с одной или более СУБД: Oracle, MSSQL, PostgreSQL;   Опыт работы с системой контроля версий, желательно git;   Опыт работы с системами постоянной интеграции, желательно Teamcity.          Условия:      Офис м.Ладожская;   График 9.00-18.00/10.00-19.00 (гибкий);   ТК РФ, белая заработная плата, ежеквартальные премии;   ДМС (включает сеть ведущих клиник и стоматологию, страховку выезжающих за рубеж);   Корпоративное обучение;   Возможность профессионального развития.       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Опыт разработки на Java от 2-х лет. Spring Framework. Hibernate. SQL, навыки работы с одной или более СУБД: Oracle...",Разработка нового функционала. Сопровождение существующих решений. Рефакторинг кода. Написание unit-тестов.,0.03333333333333333,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ИСТ,2019-11-25T16:44:09+0300,"  Компания «Институт Сетевых Технологий» приглашает Java-специалистов для создания Программных Продуктов и информационных систем, способных конкурировать на отечественном и мировом рынках. Мы занимаемся созданием программных продуктов, тиражируемыми промышленными решениями по всей России, в том числе для решения задач различного масштаба в интересах государственных органов и частных корпораций.     Наша Команда ищет грамотного, ответственного, креативного сотрудника для участия в проектах, связанных с интеллектуальной обработкой разнородных данных и анализом (Data Mining) структурированных и слабо структурированных данных больших объемов (Big Data).     В нашей команде разработчиков мы стараемся максимально использовать современные frameworks и библиотеки, делаем акцент на качественном контроле процесса разработки и не делаем ничего, что не дает ощутимого эффекта. У нас всегда есть интересные и сложные задачи, в ходе которых вы сможете существенно повысить свой технический уровень и обменяться ценным опытом с коллегами.     Мы ожидаем от Кандидата:      реализации исходного кода продукта;   участия на всех этапах жизни продукта: от сбора требований и разработки до вывода системы в эксплуатацию и её сопровождения (для существующих и новых продуктов);   обоснования и выбора используемых решений и технологий;   работу в команде по Agile методологии и разработки ПО (SCRUM, 4 week iterations).      Требования к кандидату:      знание и практическое применение Spring Framework либо опыт работы с аналогичным framework на Java;   опыт разработки web-приложений;   опыт работы и понимание enterprise patterns (J2EE, Spring Source);   SQL (и опыт работы хотя бы с одной из современных СУБД);   Unix/Linux на уровне пользователя (bash/ssh/ps/grep etc.);   опыт использования систем управления версиями и систем bag tracking;   опыт использования систем сборки (ant, maven, etc).      Дополнительными преимуществами являются:      опыт разработки серверных приложений с использованием Spring, JBOSS, etc;   опыт разработки интеграционных решений с использованием ESB;   опыт написания jUnit-тестов;   опыт работы с GWT, ExtJS, jQuery, HTML, CSS;   понимание Agile / BDD / Scrum методологий разработки ПО.      Основной стек используемых технологий:    Java SE (1.8), Spring Framework, Hibernate, ExtJS, GXT, jQuery, React+Redux, Docker    Инструментарий:    PostgreSQL (basic SQL, views, management), GIT, Jira, Confluence, Maven, Redmine    Работа в нашей Компании - это:      комфортное рабочее место в принадлежащем Компании здании на Васильевском острове;   оборудованные места отдыха (чай, кофе, настольные хоккей и футбол);   обучение английскому языку с преподавателями;   на Ваш выбор любые курсы по повышению квалификации и посещение IT-конференций;   на Ваш выбор спортивно-оздоровительные мероприятия (футбол, волейбол, плавание, фитнес);   ДМС (оформляется по окончании испытательного срока);   консультации с офисным врачом (ведет прием в офисе Компании);   дополнительные 4 дня в году на случай плохого самочувствия без оформления больничного листа.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Java|Spring Framework|SQL|Git|Jira|Hibernate|Ext JS|GXT|iQuery|Confluence,3.0,193333.3333333333,1.0,117000.0,java разработчик,Знание и практическое применение Spring Framework либо опыт работы с аналогичным framework на Java. Опыт разработки web-приложений. ,Реализации исходного кода продукта. Участия на всех этапах жизни продукта: от сбора требований и разработки до вывода системы в эксплуатацию...,0.6,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
Санкт-Петербург,МультиКарта,2019-11-25T18:02:58+0300,"  Обязанности:      Участие в проектах по созданию и развитию корпоративных web-приложений по автоматизации бизнес-процессов в банковской сфере;   Используемые технологии: Java8, Spring (Core, MVC, Security, Data JPA), Hibernate, Apache Camel, Oracle SQL, Groovy.      Требования:      Глубокие знания JAVА;   Уверенное владение технологиями Spring (Core, MVC, Spring Data JPA), Hibernate, REST API;   Опыт промышленной разработки Web-приложений на Java от двух лет;   Знание SQL (опыт работы с СУБД Oracle будет плюсом);   Знание шаблонов проектирования и умение их применять;   Знание JavaScript, опыт работы с библиотеками jQuery, Knockout.js будет плюсом;   Умение разбираться в чужом коде;   Высшее техническое образование.      Условия:      Достойный уровень заработной платы: оклад+премии   Соблюдение трудового Кодекса РФ   Медицинское обслуживание сотрудников (программа ДМС)   Льготные программы кредитования для сотрудников Компании   Офис м. Балтийская/Нарвская   ",Полная занятость,Полный день,От 1 года до 3 лет,|SQL|JAVА,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Глубокие знания JAVА. Уверенное владение технологиями Spring (Core, MVC, Spring Data JPA), Hibernate, REST API. Опыт промышленной разработки Web-приложений...",Участие в проектах по созданию и развитию корпоративных web-приложений по автоматизации бизнес-процессов в банковской сфере. Используемые технологии: Java...,0.6,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Санкт-Петербург,Itransition,2019-12-05T12:20:32+0300," Мы ищем начинающих специалистов, желающих поучаствовать в разработке реальных проектов и способных обучаться на практике новым технологиям и процессам разработки.    От вас ожидается:      Знание основ программирования (Java)   Понимание принципов разработки Web-проектов   Понимание основ работы систем контроля версий (Git, Subversion)   Владение английским на уровне понимания технических текстов   Стремление к знаниям      Мы приветствуем:      Умение работать с базами данных (SQL)   Базовые навыки Front-end разработки (HTML, CSS, JavaScript)      Мы предлагаем:      Работу в одной из четырёх крупнейших ИТ-компаний Беларуси   Проекты с такими заказчиками, как Xerox, Philips, adidas, Wargaming и Toyota   Конкурентную зарплату, растущую с повышением квалификации   Систему карьерного роста с четкими требованиями к каждому уровню квалификации   Гибкий график работы   Офисы в центре города   Корпоративную дисконтную карту со скидками на обучение, развлечения, страхование, детский отдых, доставку еды и многое другое   Курсы английского в офисе   Корпоративные праздники и тематические вечеринки для сотрудников и их детей   Регулярные конференции и мастер-классы для обучения и обмена опытом   Компенсацию спортивных абонементов, корпоративные спортивные (в том числе и кибер-спортивные) соревнования, корпоративные команды по футболу, баскетболу и волейболу   5 дней оплачиваемого больничного в год без справок   ",Полная занятость,Полный день,От 1 года до 3 лет,|JavaScript|CSS|HTML|SQL|Java,3.0,193333.3333333333,1.0,117000.0,junior java разработчик,"Знание основ программирования (Java). Понимание принципов разработки Web-проектов. Понимание основ работы систем контроля версий (Git, Subversion). Владение английским на...",Без обязанностей,0.26666666666666666,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Санкт-Петербург,"ДОХОДЪ, Инвестиционная Компания",2019-12-13T15:55:11+0300,"  Что нужно делать:      Разрабатывать, поддерживать и развивать существующие и новые проекты в составе команды разработчиков (личный кабинет, мобильные приложения, платёжные сервисы и многое другое)   Интегрировать и разрабатывать новые сервисы      Ты наш кандидат, если у тебя есть:      Отличные знания Java 8   Знания Spring Framework (Spring Data, Spring MVC), ORM-фреймворками (EclipsLink, Hibernate)   Умение использовать различные инструменты для тестирования кода и приложений различной сложности   Опыт работы с базами данных, в частности PostgreSQL   Знание принципов и шаблонов проектирования и умение применять их на практике   Желание работать с большими и сложными проектами   Умение разбираться в чужом коде и модифицировать его      Отлично, если ты:      Хочешь делать процесс разработки эффективным   Считаешь, что работа разработчика не заканчивается на написании кода      Что мы предлагаем:      Стабильный и белый доход: размер заработной платы обсуждается по итогам собеседования   Гибкий график работы: ты сможешь планировать время так, как удобно тебе   Сложные и интересные задачи, современный стек технологий   Среду для развития: у нас регулярно проходят вебинары, митапы и демо, оплата посещения профильных конференций и курсов   Чувство локтя: у нас дружелюбная атмосфера и сплоченный коллектив, который всегда поможет   Оформление по ТК, компенсация больничного и отпуска      Где и с кем работать:      Васильевский остров, м. «Приморская» (7 мин пешком). В сильной команде профессионалов, в компании с 26-летней историей.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Отличные знания Java 8. Знания Spring Framework (Spring Data, Spring MVC), ORM-фреймворками (EclipsLink, Hibernate). Умение использовать различные инструменты для...","Разрабатывать, поддерживать и развивать существующие и новые проекты в составе команды разработчиков (личный кабинет, мобильные приложения, платёжные сервисы и многое...",0.0,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,СПбИАЦ,2019-12-06T11:46:07+0300," «Санкт-Петербургский Информационно-аналитический центр» 38 лет работает над улучшением качества жизни людей путем автоматизации городских процессов и государственных органов.   В нашей команде работают 600 профессионалов. В портфолио компании 50 действующих проектов в Санкт-Петербурге и других регионах. Наши проекты побеждают в общероссийских и международных конкурсах.   Для работы в проекте &quot;Межведомственная автоматизированная информационная система предоставления в Санкт-Петербурге государственных и муниципальных услуг (МАИС ЭГУ)&quot;   нам требуется  java-разработчик.     Отсутствие опыта работы с какими-либо технологиями может быть компенсировано желанием работать, повышать свой уровень и уровень реализуемых решений.    Работы много, скучать не придется.    Обязанности:       Разработка веб-приложений и программных компонентов в сфере оказания Государственных электронных услуг   Реализация интеграционных решений      Требования:      Успешный опыт разработки Java-приложений от 1 года   Понимание принципов ООП и грамотное их применение   Знание основных алгоритмов, структур данных, шаблонов проектирования   Знание Java 8, Spring Framework, Hibernate   Опыт работы c Tomcat/GlassFish      Ваши дополнительные преимущества:      Опыт работы с Oracle, PostgreSQL   Знакомство с современной фронтенд-разработкой (JavaScript, jQuery, Backbone, Marionette.js)   Знание git      Мы готовы предложить успешным кандидатам:      влиться в большой дружный коллектив, стать частью команды увлеченных, целеустремленных людей;   уровень зарплаты обсуждается индивидуально с каждым кандидатом и зависит от Вашего уровня профессионального мастерства;   рост заработной платы, соразмерный Вашему вкладу в результат;   оплачиваемые переработки, бонусы и премии по результатам работы и по окончанию года;   оформление по ТК РФ, официальная заработная плата дважды в месяц, полис ДМС;   рабочий график – понедельник-пятница, с 9 до 18 часов;   офис около ст. метро «Обводный канал»;   возможность внести свой значимый вклад в развитие городской автоматизации!       ",Полная занятость,Полный день,От 1 года до 3 лет,|Java|Spring Framework|Git|Hibernate ORM,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Успешный опыт разработки Java-приложений от 1 года. Понимание принципов ООП и грамотное их применение. Знание основных алгоритмов, структур данных...",Разработка веб-приложений и программных компонентов в сфере оказания Государственных электронных услуг. Реализация интеграционных решений.,0.23333333333333334,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
Санкт-Петербург,Группа компаний BMSGroup,2019-12-11T19:23:45+0300," Привет,   Мы - небольшая команда, разрабатываем программы лояльности под ключ, работаем в тихом офисе в шаговой доступности от метро Владимирская/Достоевская. Ежемесячно нашими продуктами пользуются более 250 тысяч пользователей, с твоим приходом в нашу команду мы сможем повысить этот показатель.    Что нужно будет делать:        Участвовать в коммерческих проектах по разработке, внедрению и сопровождению back-end&#39;а нашего продукта. Продукт представляет из себя многокомпонентное программное обеспечение, включающее в себя модульный бэкэнд, админку, мобильные приложения и другие компоненты.       Сопровождать код и добавлять новую функциональность, начиная от минорных улучшений и не заканчивая большими фичами под ключ.       Интегрировать и разрабатывать новые сервисы.       Задачи интересные, есть возможность самому выбирать возможные решения, предлагать фреймворки и т. д.   Большой объем работы с легаси кодом, рефакторим и причесываем его. Кооперация с front-end-ом, мобайлом, саппортом, коммерсами при согласовании функциональности фич и по другим вопросам.    Что мы ожидаем  :       Опыт работы от 3 года в коммерческой разработке;    Отличное знание JAVA SE 8 (Core);   Отличное понимание ООП, методологий разработки, паттернов проектирования.   Хорошое понимание Spring, Spring Boot, Hibernate;   Навыки проектирования баз данных, понимание реляционной модели БД, знание SQL (мы уважаем и используем ORM, но делаем это обдуманно, а для этого нужно понимать природу SQL);   Опыт использования Git и Maven;   Представление о том что такое модульная архитектура, микросервисы, REST API, AMQP;   Желание повышать свой профессиональный уровень.      Будет круто, если у тебя есть  :      Опыт использования BitBucket, Jira и Confluence;   Опыт работы с системами контейнеризации (Docker);      Твоим существенным преимуществом будет предоставленная нам возможность ознакомиться с твоим кодом (примеры в репозиториях, действующих проектах и тп приложи, пожалуйста, к отзыву).     Что мы предлагаем взамен:      Адекватное отношение, помощь коллег, сопричастность в работе над продуктом;   Свободу в принятии решений, касающихся твоей работы; коллегиальный метод принятия решений, влияющих на работу коллег;   Опыт работы в многокомпонентном продукте, развитие, при наличии желания - проба пера в смежных направлениях работы над продуктом;   Работу в дружной команде профессионалов, участие в крупных проектах, обширные возможности для профессионального, карьерного и личностного роста;   Хорошее техническое оснащение и условия работы;   Гибкий график начала рабочего дня;   Обсуждаемую при встрече оплату, отпуск по ТК, полностью оплачиваемый больничный.      Пожалуйста, откликаясь на вакансию, напиши в сопроводительном письме 2-3 варианта удобных тебе для встречи в ближайшие дни.  ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,193333.3333333333,3.0,117000.0,middle java разработчик,"Опыт работы от 3 года в коммерческой разработке. Отличное знание JAVA SE 8 (Core). Отличное понимание ООП, методологий разработки, паттернов...","Участвовать в коммерческих проектах по разработке, внедрению и сопровождению back-end&#39;а нашего продукта. Продукт представляет из себя многокомпонентное программное...",0.06666666666666667,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Сбербанк,2019-11-29T10:20:29+0300," Сбербанк крупнейший банк в России (88 млн активных клиентов), один из ведущих международных финансовых институтов. Самый дорогой российский бренд, входящий в топ - 25 брендов мира. Мы создаем новую технологическую платформу, которая обеспечивает безопасность клиентов с помощью данных и алгоритмов.   Система интернет-трейдинга для клиентов брокерского обслуживания. Мы предоставляем клиентам банка доступ к биржевой торговле Фондового, Валютного и Срочного рынков.        Мы ожидаем, что Вы:      Уверенное знание Java   Знание SQL (join, group by, …)   Опыт работы с ORM   Опыт работы с build tool (Maven, Gradle)   Опыт работы с VCS   Знание английского языка на уровне чтения технической документации   Навык самостоятельного поиска решения          Будет плюсом:      Опыт проектирования архитектуры клиент-серверных решений, разработки REST API   Опыт работы с Hibernate   Опыт разработки Web-приложений с использованием Spring Framework (MVC)   Опыт написания модульных тестов (Mockito, JUnit)   Знание основных паттернов проектирования          Используемый стек технологий:      Java 8, Spring 5 / Spring Boot, Hibernate, Maven, REST   MSSQL/PostgreSQL   Git          Вам предстоит  :      Разработка Back-end Web-приложения (база данных, API сервисы, интеграция со сторонними банковскими системами и пр.)   Написание unit и интеграционных тестов   Оптимизация существующего функционала   Участие в разработке архитектуры продукта   Оценка и внедрение новых технологий в проект.          Работа у нас — это:      команда профессионалов, готовых поддержать ваши инициативы;   мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы;   возможность работы с новыми технологиями;   обучение за счёт компании;   ДМС;   прозрачная система бонусов и премий, достойная зарплата — размер обсудим на собеседовании.           ",Полная занятость,Полный день,От 1 года до 3 лет,|Hibernate ORM|Spring Framework|Git|JUnit|Apache Maven,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Уверенное знание Java. Знание SQL (join, group by, …). Опыт работы с ORM. Опыт работы с build tool (Maven, Gradle). ","Разработка Back-end Web-приложения (база данных, API сервисы, интеграция со сторонними банковскими системами и пр.). Написание unit и интеграционных...",0.4666666666666667,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
Санкт-Петербург,РедСейл,2019-12-02T18:31:19+0300," Redsale — это платформа по подбору специалистов, где заказчики находят подходящих специалистов.   Вы нам подходите, если у вас есть:       Senior / Middle Java Developer       опыт разработки на Java больше двух лет;       опыт разработки приложений на Spring Framework;       хорошее понимание принципов работы баз данных RDBMS;       базовые навыки работы в Unix-системах.       ответственность и аккуратность.       Кроме того, приветствуются:       опыт проектирования и разработки распределенных сервисов;       знание PostgreSQL, RabbitMQ.       Вам предстоит:       участвовать в разработке распределенной отказоустойчивой системы;       заниматься проектированием и разработкой новых микросервисов;       заниматься оптимизацией существующих сервисов;       искать пути повышения качества получаемых данных и способы экономии средств.       Мы предлагаем:       высокая заработная плата, защищённая от колебаний курса валют;       гибкость в выборе технологий, свежий стек;       пересмотр ЗП каждые полгода;       гибкий график работы;       возможность работать удалённо       молодой, дружелюбный коллектив;       удобное рабочее место с хорошим ноутбуком;       5 sick days;     ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|Spring Framework|Java|Unix|RabbitMQ|SQL,3.0,193333.3333333333,1.0,2000.0,java разработчик,Senior / Middle Java Developer. Опыт разработки на Java больше двух лет. Опыт разработки приложений на Spring Framework. Хорошее понимание принципов...,Участвовать в разработке распределенной отказоустойчивой системы. Заниматься проектированием и разработкой новых микросервисов. Заниматься оптимизацией существующих сервисов. Искать пути повышения качества...,0.36666666666666664,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
Санкт-Петербург,АЙФЭЛЛ,2019-11-19T15:35:32+0300,"  iFellow  – ИТ компания нового поколения, предлагающая сервисно-ориентированный подход к разработке ПО, тестированию и сопровождению информационных систем для бизнеса. Компания iFellow объединила в себе лучшие российские практики и передовой зарубежный опыт реализации проектов любой сложности для развития информационных технологий и бизнес-процессов.    iFellow  работает на ИТ рынке с 2015 года. Начиная с 2018 года, основной специализацией компании стало направление комплексной системной интеграции и разработка программного обеспечения. Сегодня компания предлагает целый ряд инновационных решений для финансовых, страховых и телекоммуникационных компаний, грузовой и пассажирской авиации, нефтегазовой отрасли, сельского хозяйства, а также ритейла и логистики.   На текущий момент мы расширяем нашу команду и будем рады принять в наш дружный коллектив Java разработчика :     Предстоит:      разработка основы для дальнейшего масштабирования на все дистанционные банковские каналы (интернет-банк, мобильные приложения, платёжные сервисы и многое другое);   взаимодействие с различными командами разработки, Data Science, поддержки и другими (поэтому необходимы хорошие навыки коммуникации или желание их развивать);   вносить свой вклад в развитие архитектуры, оценивать старое и делать новое.      Необходимы:      отличные знания Java;   знания Spring и Spring Boot, Docker и Groovy;   умение использовать различные инструменты для тестирования кода и приложений различной сложности: JUnit, Spock, Testcontainers, Mockito, Hamcrest;   уверенные знания о работе unix-систем;   знание принципов и шаблонов проектирования, нужно уметь обосновать свою точку зрения;   опыт работы с системами контроля версий (Git);   желание работать с большими и сложными проектами;   желание сделать процесс разработки эффективным с помощью правильных инструментов (Git, Binary Release Management, CI/CD, Scrum/Kanban);   знание работы Spring/Spring boot;   опыт работы с инструментами управления Ansible/Salt/Chef/etc.      Мы гарантируем:      конкурентоспособную заработную плату и оформление в соответствии с ТК РФ;   полис ДМС после успешного прохождения испытательного срока;   уютный офис в удобной транспортной доступности.      iFellow     Quality. Clarity. Performance. Reality.  ",Полная занятость,Полный день,От 1 года до 3 лет,|Java|Git|Spring Framework|Unix|Scrum|Ansible|CI/CD,3.0,193333.3333333333,1.0,117000.0,java разработчик,"Отличные знания Java. Знания Spring и Spring Boot, Docker и Groovy. Умение использовать различные инструменты для тестирования кода и приложений...","Разработка основы для дальнейшего масштабирования на все дистанционные банковские каналы (интернет-банк, мобильные приложения, платёжные сервисы и многое другое). ",0.8,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
