city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,python,django framework,postgresql,git,linux,javascript,mysql,sql,redis,mongodb,other
Новосибирск,Ростелеком,2019-11-19T11:45:16+0300,"  Чем предстоит заниматься:      участие в роли разработчика в развитии общих сервисов и процессов для хранилища данных, состоящего из различных технологий   проектировать базы данных и оптимизировать программные модули   разрабатывать программные модули в Oracle PL/SQL   разрабатывать Python модули для реализации ETL-процессов          Наши ожидания:      опыт разработки БД на СУБД Oracle (PLSQL)   понимание принципов проектирования БД   понимание принципов построения DWH          Желательно:      знание Python для разработки взаимодействия с базами данных   опыт разработки ETL-процессов   опыт работы с Informatica PowerCenter или Informatica Developer   опыт работы со стеком Hadoop Hive QL   опыт работы с СУБД GreenPlum   опыт разработки bash-скриптов будет плюсом   стремление осваивать новые технологии   инициативность      Условия:      Работа с Hadoop (Hive) и БД Green Plum;   Конкурентная заработная плата;   Система бонусов по итогам работы за квартал и за год;   Корпоративная мобильная связь;   ДМС со стоматологией, скидки на страховку для детей и членов семьи.       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,119750.0,1.0,100000.0,разработчик oraсle pl sql python,Опыт разработки БД на СУБД Oracle (PLSQL). Понимание принципов проектирования БД. Понимание принципов построения DWH. Знание Python для разработки взаимодействия...,"Участие в роли разработчика в развитии общих сервисов и процессов для хранилища данных, состоящего из различных технологий. Проектировать базы данных...",0.8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Группа Компаний СТАРТЕКС,2019-12-12T09:09:07+0300," Команда разработки крупного федерального интернет-магазина ищет опытного back-end (SQL + Django) разработчика: более 100 Гб медиа-данных, 10+ тыс. уникальных посетителей в сутки, 10+ млн. записей в основной БД проекта.   Развитая клиентская и администраторская часть, автоматизация работы в ERP-системе, интеграции с внешними сервисами, а так же ряд других интернет-проектов внутри холдинга - все это гарантирует разносторонние и сложные задачи.        Фронт работ:      участие во всем процессе разработки, начиная с проектирования web-приложений и сервисов, заканчивая итоговой реализацией в команде более 10 человек, включающей как опытных, так и молодых и перспективных;   реализация и поддержка REST-сервера и WEB-API на его основе;   решения прикладных задач проекта как на стороне back-end, как на SQL, так и на Django;   интеграция сторонних, но проверенных решений и технологий: Redis, RabbitMQ, Docker и др.   постоянная оптимизация существующего и внедрение нового функционала для крупного интернет-магазина и ряда других интернет-проектов компании, в том числе с использованием нейронных сетей, технологий CDN, анализа big data и т.д.          Требования:      опыт программирования в любой среде — от 5 лет;   опыт программирования на Python — от 3 лет;   умение работать с Git;   отличные знания SQL вообще, и PostgreSQL, в частности;   знание less/grunt, nodejs, react, openfire — будет дополнительным плюсом;   умение соблюдать сроки, сигнализировать о проблемах и конструктивно обсуждать пути их решения.          Условия работы:      заработная плата выше рынка;   работа в компании, которая растет каждый год уже более 10 лет;   возможности для серьезного профессионального и личного роста;   современная техника на рабочем месте;   корпоративные мероприятия за счет компании;   комфортное рабочее место, новый офис;   иногородним поможем с переездом.   ",Полная занятость,Полный день,От 3 до 6 лет,|Python|SQL|Git|Django Framework|Nginx|Redis|REST,6.0,120000.0,3.0,100000.0,middle senior python разработчик,Опыт программирования в любой среде — от 5 лет. Опыт программирования на Python — от 3 лет. Умение работать с Git. ,"Участие во всем процессе разработки, начиная с проектирования web-приложений и сервисов, заканчивая итоговой реализацией в команде более 10 человек...",0.03333333333333333,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1
Новосибирск,Grid Dynamics,2019-11-27T13:28:21+0300,"If you are excited about all aspects of modern engineering, from writing great code, to creating architectures, designing components, interacting with clients and delivering a working system to production, then you are the kind of person we are looking for. If you enjoy freedom and responsibility, creative thinking, leading and mentoring others, then join our team of world-class developers, QA engineers, DevOps engineers, architects, and managers.   Responsibilities:      Participate in design, development, delivery, and support tools/dashboards to gather metrics and data for the data visualization tool   Constantly improve software quality (evaluate and incorporate new libraries, tools, and technologies; code reviews; refactoring; testing; etc.)   Analyze and improve application performance   Search for simple and robust solutions to complex tasks   Work in an Agile methodology environment where innovation, teamwork, and creativity are the keys to success   Collaborate with a team of developers, QA engineers, analysts      Requirements:      Proven programming experience with Python, Go   Experience in building and working with Django is a plus   Proven experience working with databases and SQL   Experience working with analytical databases like Vertica, MemSQL is a plus   Proven experience in building Microservices and API endpoints   Experience working with GRPC, REST preferred   Strong understanding and knowledge of queuing systems like Kafka, RabbitMQ   Strong understanding and knowledge of data structures and algorithms   Good understanding of ETL   Knowledge of working with Spark is a plus   Experience working with Java, Scala is a plus   Good understanding of data-driven web-based systems   Familiarity with working in an Agile environment      We offer:      Opportunity to work on bleeding-edge projects   Work with a highly motivated and dedicated team   Competitive salary   Flexible schedule   Medical insurance   Benefits program   Corporate social events   Long term business trip to the USA     About us:   Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors. We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season. Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, scalable omnichannel services, DevOps, and cloud enablement.",Полная занятость,Полный день,От 3 до 6 лет,|Python|Django Framework|Java|SQL|SCALA,6.0,119750.0,3.0,100000.0,python engineer,"Proven programming experience with Python, Go. Experience in building and working with Django is a plus. Proven experience working with...","Participate in design, development, delivery, and support tools/dashboards to gather metrics and data for the data visualization tool. ",0.5333333333333333,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
Новосибирск,DataArt,2019-12-10T19:16:02+0300,"  Senior Python (Team Lead) Developer, Global Recorded Music Company (Санкт-Петербург)     О работе    ВАКАНСИЯ ПРЕДУСМАТРИВАЕТ ВОЗМОЖНОСТЬ УДАЛЕННОЙ РАБОТЫ   Наш клиент — конгломерат звукозаписывающих компаний с представительствами в 40 странах и штаб-квартирой в США.   Планируется расширение команды и рост проектов компании. На очереди разработка инструментов процессинга новых исполнителей и треков, управление лицензиями и правами, маркетинг, A/R-деятельность. Проекты и приложения будут строиться вокруг концепции единой системы хранения данных. Это позволит формировать продукты, максимально соответствующие бизнес-целям.   В новую техническую команду мы ищем специалиста, который будет влиять на выбор подходов с технической стороны и со стороны процессов.    Требования      Опыт программирования на Python не менее 3-х лет.   Опыт и желание лидирования разработки в распределенных командах.   Знание Django, Flask.   Опыт создания архитектур приложений.   Опыт создания клиент-серверных приложений, RESTful-сервисов.   Разговорный английский.      Будет плюсом      Хорошее знание MySQL, DynamoDB.   Опыт работы с HTML/CSS, JavaScript.   Опыт работы с системами управления версиями (VCS): Git, Mercurial.   Знание Аgile-методологий.          DATAART ПРЕДЛАГАЕТ:      Профессиональное развитие: - Опытные коллеги готовы делиться знаниями. - Возможность менять проекты, стек, пробовать себя в разных ролях. - Более 150 внутренних курсов повышения квалификации. - Изучение и практика английского: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях и встречах технологических сообществ.   Возможность сосредоточиться на работе: отсутствие бюрократии и микроменеджмента, удобные корпоративные сервисы.   Дружеская атмосфера, забота о комфорте специалистов.   Гибкий график (есть присутственные часы), возможность работать удаленно по согласованию с коллегами.   Возможность поработать в любом нашем центре разработки.   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,119750.0,1.0,100000.0,senior python разработчик global reсorded musiс сompany санкт петербург,"Опыт программирования на Python не менее 3-х лет. Опыт и желание лидирования разработки в распределенных командах. Знание Django, Flask. ","О работе. Планируется расширение команды и рост проектов компании. На очереди разработка инструментов процессинга новых исполнителей и треков, управление лицензиями...",0.1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Интернет Лид,2019-12-10T23:09:02+0300,"      Описание    Компания-разработчик программного продукта для сферы образования «Интернет Лид» приглашает на работу активных людей для долгосрочного сотрудничества, материального и профессионального роста на позицию python full-stack разработчика в удаленную команду.    О компании    С 2011 года ООО “Интернет Лид” занимается разработкой и внедрением веб-сервисов для системы образования. Команда имеет опыт более 9 лет в проектировании систем и работе с образовательными организациями и пользователями образовательных услуг.    О продукте    Информационная система «Мапа.рус» - веб-сервис и мобильное приложение для дошкольных организаций: аналитические, коммуникационные и CRM-инструменты для садов и центров развития (сотрудников и родителей).     Требования к кандидату:      Опыт работы с Python/Django от 1 года;          Будет плюсом:      Опыт работы с REST API;   Знание Linux OS and Postgres DB;   Опыт работа с Version Control Systems (Git);   Хорошее знание HTML, CSS, JavaScript.   Знакомство с PHP, MySQL, Wordpress.   Опыт работы в команде;   Хороший письменный и разговорный английский;   Опыт в тестировании кода.          Наши условия работы:      Удаленная работа, частичная занятость с оговариваемым графиком или full-time ;   Разносторонние интересные проекты;   Развитие растущего многопользовательского сервиса.           ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|CSS|Git|Linux|PostgreSQL|JavaScript|MySQL|Django Framework|HTML|Python,3.0,100000.0,1.0,70000.0,python разработчик,Опыт работы с Python/Django от 1 года. Будет плюсом: Опыт работы с REST API. Знание Linux OS and Postgres...,"О продукте. Информационная система «Мапа.рус» - веб-сервис и мобильное приложение для дошкольных организаций: аналитические, коммуникационные и CRM-инструменты для садов...",0.1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
Новосибирск,Кадровое агентство Алексея Сухорукова,2019-11-18T11:58:51+0300," Крупная финтех компания, работающая на международном валютном рынке более 10 лет, ищет в свой отдел разработки на Кипре (Лимассол) опытного программиста на Python.   Компания является одним из лидеров не только валютного рынка, но и одним из крупнейших форекс-брокеров, производя свои собственные финансовые продукты и сервисы. Клиентами этих сервисов являются представители Европы, Азии, Ближнего Востока, стран СНГ и России, совершая ежемесячно сделки объемом в 250 млрд долларов.   Отличительной особенностью компании является абсолютная забота о своих сотрудниках: начиная от обеспечения виз и релокации и заканчивая корпоративным баром с соками, кофе и коктейлями.    Вашей задачей будет:      Работа в команде разработчиков финансовых инструментов, создание высоконагруженных и отказоустойчивых систем, внутренних продуктов с использованием современных технологий.      От вас ожидают:        Уверенное знание Python       Знание PostgreSQL: сложные join, наследование таблиц, триггеры, оптимизация запросов       Знание Linux на уровне разворачивания приложений и сервисов, сетевых протоколов       Создание архитектуры баз данных, работа с большими объемами данных       Участие в разработке HighLoad приложений, многопоточных приложений       Организация и проведение unit-тестирования       Проведение декомпозиции работ на задачи, оценка времени и сроков, определение критических точек.        Плюсом будет следующий опыт:        Опыт разработки с использованием Django       Проектная работа в Jira, продвинутое использование Git       WEB технологии: HTML, CSS, JavaScript, AJAX, DOM, jQuery, REST       Опыт использования NoSQL       Применение MapReduce       Опыт разработки биллинговых систем, шлюзов для платёжных систем       Участие в разработке мобильных клиент/сервер приложений       Проведение нагрузочного тестирования        Обязательно вам предоставят:        Соразмерную опыту заработную плату       Рабочую визу для сотрудника и визы для членов семьи        Что вас ждет:        Команда IT-профессионалов       Сразу несколько интересных и сложных проектов       Свобода в выстраивании собственного графика задач, главное - результат       Понятные карьерные возможности: показатели и критерии профессионального роста       Посещение профильных международных конференций        И еще сверху много солидных плюшек:        Корпоративный фитнес       Оплачиваемая парковка       50% скидка на изучение английского и греческого языков       Медицинская страховка на сотрудника и членов его семьи       Частичное возмещение расходов на стоматологические услуги и услуги офтальмолога       Полное покрытие расходов на прививки детям до 2 лет       Занятия йогой на крыше офиса с шикарным видом на море       Развлечения - корпоративные аквабайки, спортивные и семейные мероприятия, веселые корпоративные праздники и многое другое.        Почему стоит обратиться к нам?    ✓Прежде всего наши услуги бесплатны для кандидатов!   ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по релокации новоиспеченных сотрудников за границу позволяет решать вопросы любого уровня сложности.   ✓Мы сотрудничаем с десятками компаний по всему миру. Мы знаем все о них. Мы знаем все о странах, в которые они ищут своих будущих сотрудников. Мы знаем все тонкости процессов рекрутинга в каждой из них.   ✓Мы умеем находить для них самых подходящих и по духу, и по техническим навыкам кандидатов.   ✓ Мы можем предложить вам выбор вакансий и работодателей в разных странах.   ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите.   ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.   Отправляйте отклик прямо сейчас! ",Полная занятость,Полный день,От 3 до 6 лет,|Python|Linux|PostgreSQL|Unit Testing,6.0,3500.0,3.0,100000.0,python разработчик,"Уверенное знание Python. Знание PostgreSQL: сложные join, наследование таблиц, триггеры, оптимизация запросов. Знание Linux на уровне разворачивания приложений и сервисов...","Работа в команде разработчиков финансовых инструментов, создание высоконагруженных и отказоустойчивых систем, внутренних продуктов с использованием современных технологий. Создание архитектуры баз...",0.8333333333333334,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
Новосибирск,Тензор,2019-11-18T09:25:01+0300," Систему СБИС придумали, создали и постоянно совершенствуют более 1000 разработчиков в 11 филиалах по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных.   На позиции ведущего программиста вы будете заниматься не просто кодированием, а управлением кодом, проектированием архитектуры систем. Причем не только и не столько своими руками, сколько руками команды. Вы сможете попробовать применить на практике любые методики управления, но от вас всегда будет требоваться результат. Чтобы руководить разработкой вы должны быть сами отличным разработчиком. И всегда стремится изучать новое.     Вам предстоит:       разрабатывать распределенные высоконагруженные информационные системы;   разрабатывать объекты бизнес-логики и эффективные методы для доступа к данным;   оптимизировать скорость обращения к данным.       Мы ждем от Вас:       владение Python на высоком уровне;   знание ООП;   знание паттернов проектирования и умение их применять;   опыт работы с базами данных;      Плюсом будет:       знакомство с HTML, CSS, JavaScript.       Мы предлагаем:       заработную плату в зависимости от квалификации и уровня ответственности;   премии от 5 до 20% по итогам работы за месяц;   корпоративное обучение;   перспективы карьерного и профессионального роста;   ДМС после года работы в компании ;    курсы английского языка;   корпоративные праздники и различные совместные мероприятия, спортивные программы.   ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,245000.0,3.0,160000.0,ведущий python разработчик,Владение Python на высоком уровне. Знание ООП. Знание паттернов проектирования и умение их применять. Опыт работы с базами данных. ,Разрабатывать распределенные высоконагруженные информационные системы. Разрабатывать объекты бизнес-логики и эффективные методы для доступа к данным. Оптимизировать скорость обращения к...,0.8333333333333334,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,СКБ Контур,2019-12-05T08:31:07+0300," СКБ Контур — это 20 лет разработки, более 30 надежных и удобных для бизнеса программных продуктов, более 2 млн клиентов и 1 000 специалистов в IT.   Каждый год бизнес вдохновляет нас на создание новых сервисов: сдача отчетности государству, документооборот с другими компаниями, автоматизация внутренних процессов, поиск полезной информации. В год мы запускаем не меньше трех новых проектов и развиваем инфраструктурную разработку.        О технологиях    Многие привыкли ассоциировать СКБ Контур с .NET-разработкой, но с 2017 года мы активно занимается развитием сервисов на других технологиях: Python, Java, Go, Kotlin, PHP, Swift и др.   Количество задач растет, и мы ищем Python-разработчика в команду Контур.Банк.        Контур.Банк    Онлайн-банк для ИП и ЮЛ, способный работать и в интеграции с сервисами Контура, и как самостоятельный продукт.   В команде разработки десять специалистов: ведущие разработчики, аналитик, проектировщик, тестировщик, менеджер разработки, менеджер проекта.        Чем предстоит заниматься?      Проработка архитектурных решений и разработка сервиса с «0»   Разработка API для взаимодействия с frontend и мобильным приложением   Разработка компонентов для взаимодействия с банковскими сервисами   Разработка интеграции с продуктами Контура (Эльба, Бухгалтерия, Экстрен, Фокус)          Что ожидаем от вас?      Опыт разработки на Python от двух лет   Опыт работы с Django, PostgreSQL, Redis, Docker   Опыт разработки с single page application со стороны бэкенда   Участие в продуктовой разработке будет плюсом          Технологии  :  Python 3, Django, GraphQL, PostgreSQL, Redis, React, Docker, Kubernetes. Раздельные backend- и frontend-приложения.        Условия  :       Возможность поработать над проектами с гибким подходом к выбору технологий   Возможность участвовать в принятии архитектурных решений и поработать над проектами с нуля   Уровень заработной платы, который зависит от ваших технических знаний и навыков   Поездки на IT-конференции, митапы, учебные курсы за счет компании   Корпоративные мероприятия   Гибкий график работы   Помощь с переездом в Екатеринбург или удаленный формат работы   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|Python|Django Framework|PostgreSQL|Redis|Разработка технических заданий,3.0,119750.0,1.0,100000.0,middle python разработчик,"Опыт разработки на Python от двух лет. Опыт работы с Django, PostgreSQL, Redis, Docker. Опыт разработки с single page application...",Проработка архитектурных решений и разработка сервиса с «0». Разработка API для взаимодействия с frontend и мобильным приложением. Разработка компонентов для...,0.26666666666666666,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
Новосибирск,АйТи Мегастар,2019-12-11T10:01:50+0300,"  Megastar  — команда из более чем 50 специалистов, которая знает как делать IT/digital - продукты, предназначенные как широкой, так и узкоспециализированной аудитории.   Лидеры внутренних команд компании — профессионалы со значительным опытом, контролирующие выполнение задач и отвечающие за здравый смысл происходящего.   К каждой задаче мы относимся как к продукту, думая не только о её прямом выполнении, но и привнося собственную экспертизу, в том числе и в её постановку.   Мы сделаем всё от нас зависящее, чтобы определить реальные цели наших партнеров и достичь их оптимальным способом.   В связи с расширением, приглашаем в нашу активно развивающуюся IT компанию Python developer.    Мы предлагаем:      оформление по ТК РФ;   гибкий график;   команды профессионалов, искренне заинтересованных в развитии проектов, с продуктовым подходом;   интересные проекты различной сложности;   возможность профессионального и карьерного роста до Team/Tech Lead;   достойный уровень заработной платы (обсуждается на собеседовании);   безлимит чай, кофе, печеньки,корпоративы;   удобная парковка с большим количеством парковочных мест;   комфортные, стильные офисы в Новосибирске и Академгородке.      Необходимые навыки:      опыт разработки backend от 3 лет;   уверенное знание Python;   опыт использования REST API;   опыт работы с любой из реляционных баз данных (Postgresql, MySql) и key-value хранилищами (Redis, MemCached);   опыт интеграции с внешними сервисами;   знание основных паттернов и алгоритмов;   умение работать с GIT;   уверенное использование командной строки linux;   английский на уровне чтения технической документации (pre-intermediate);   умение работы в команде.          Будет плюсом:      базовые знания систем виртуализации и контейнеризации;   интерес к другим языкам программирования (Go, Php).          Чем предстоит заниматься:      разработка backend части приложений с нуля и доработка существующих;   архитектура баз данных;   деплой приложений на тестовый и боевой сервер;   настройка систем логирования.           Даже если Вы не нашли какой -то пункт у себя в резюме, мы все равно будем рады познакомиться и рассмотреть Вашу кандидатуру, поэтому смело откликайтесь, даем обратную связь! В случае, если мы не ответили Вам в течение 14 календарных дней, значит мы пока не можем предложить Вам дальнейшее взаимодействие и сотрудничество. Но! Мы сохраняем отклик на перспективу, на будущие проекты.      «Отправляя резюме на данную вакансию, Вы тем самым подтверждаете свое согласие на сбор, систематизацию, накопление, хранение, уточнение, использование, передачу, обезличивание, блокирование, уничтожение своих персональных данных в соответствии с п.3 ч.1 ст.3 Федерального закона от 27.07.2006г № 152-ФЗ «О персональных данных».  ",Полная занятость,Полный день,От 1 года до 3 лет,|Python,3.0,130000.0,1.0,80000.0,python разработчик,Опыт разработки backend от 3 лет. Уверенное знание Python. Опыт использования REST API. Опыт работы с любой из реляционных баз...,Разработка backend части приложений с нуля и доработка существующих. Архитектура баз данных. Деплой приложений на тестовый и боевой сервер. ,0.06666666666666667,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Новосибирск,Akvelon,2019-12-11T18:18:28+0300,"  Рассмотрим кандидатов для работы из офиса или удаленно во всех регионах России. Возможна релокация в США.    Мы ищем  Senior Python  разработчиков для работы над одним из клиентских проектов - крупнейшим в мире облачным сервисом, входящим в ТОП-5 облачных хранилищ 2019 года, которые смогут присоединиться к интернациональной команде разработчиков в Сан-Франциско и принять участие в работе над развитием и оптимизацией сервиса.    Что мы ожидаем от кандидатов:      Глубокое знание языков Python (и знание Go большой плюс)в контексте бэкенд-разработки;   Опыт работы с JS, Bootstrap и Angular Frameworks;   Опыт работы с Linux;   Разговорый английский;   Умение работать в территориально распределенной команде;   Способность самостоятельно решать текущие задачи.      Приветствуются:      Опыт работы с вэб-стеком: TCP, load balancing, DNS;   Огромным плюсом будет знание Golang + Bazel;   Знание MySQL.      Мы предлагаем:      Действительно интересный проект, о котором не стыдно написать в резюме;   Высокую заработную плату;   Оплачиваемые отпуск и больничные;   Гибкий график работы;   Готовы продвигать вас и помогать в реализации как профессионалу;   Рабочие командировки в США (Сиэтл, Сан-Франциско);   Возможен переезд в штаты при желании.   ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Python|Go|Frontend|MySQL|AngularJS|Bootstrap|TCP/IP|DNS|Bazel|Golang,6.0,119750.0,3.0,100000.0,senior python разработчик,"Глубокое знание языков Python (и знание Go большой плюс)в контексте бэкенд-разработки. Опыт работы с JS, Bootstrap и Angular...",Без обязанностей,0.06666666666666667,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
Новосибирск,Атом Безопасность,2019-11-22T11:17:30+0300," Senior Python Developer / Python Developer, Python / Django разработчик, full-stack developer   Компания «Атом Безопасность», российский разработчик программных решений в области информационной безопасности, приглашает в свою команду опытного full-stack разработчика со знанием Python/Django. Полная занятость, полный рабочий день.   Работа в офисе в Академгородке, график и удаленка по договоренности.    Опыт      Подтвержденный опыт работы разработчиком от 3-х лет;   Подтвержденный опыт коммерческой разработки на Python от 2-х лет, Django от 1 года;   Опыт кроссбраузерной и адаптивной вёрстки;   Желателен опыт работы с Angular  1.       Знания и умения      Уверенное знание Python (brainbench &gt;= 4);   Уверенное знание HTML5, CSS, JavaScript, jQuery;   Уверенное знание SQL, знание специфики PostgreSQL будет плюсом;   Уверенное владение Git, Linux на уровне продвинутого пользователя;   Умение и навык разбираться в чужом коде;   Навыки планирования и оценки сроков выполняемых работ;   Понимание основных принципов и инструментов, обеспечивающих качество кода.      Ответственность и обязанности      Соблюдение практик и стандартов разработки подразделения (workflow, code review, инспекции);   Разработка дизайна решения на основе требований, участие в формировании требований;   Реализация программного кода на основе требований и дизайна решения;   Поддержка и сопровождение разработанного кода, исправление дефектов в коде;   Подготовка документации по разрабатываемой технологии \ функциональности;   Самостоятельное выполнение сложных (требующих дополнительной декомпозиции) поставленных задач (контролируется только конечный результат).      Другие требования      Умение работать в команде;   Личная стабильность;   Английский технический.      Условия      Зарплата от 90 000, старшие от 120 000, согласно вашему профессиональному опыту;   8-часовой рабочий день;   Оклад + премии по результатам работы;   Оформление по ТК РФ   Работа в Академгородке, график и удаленка по договоренности.      О компании    Компания «Атом Безопасность», российский разработчик программных решений в области информационной безопасности, продвигает на российский рынок аналитическую систему мониторинга StaffCop Enterprise, позволяющую анализировать действия персонала за компьютерами с целью обеспечения информационной безопасности предприятия, обнаружения утечек конфиденциальных данных, расследования инцидентов, учета рабочего времени и оценки эффективности работы персонала.   StaffCop | ООО &quot;Атом Безопасность&quot;Россия, Новосибирск, пр. Академика Коптюга     ",Полная занятость,Гибкий график,От 3 до 6 лет,|Python|Django Framework|Git|jQuery|JavaScript|PostgreSQL|CSS|HTML|Linux|developer|разработчик|инженер,6.0,120000.0,3.0,90000.0,senior python разработчик python разработчик python django разработчик,"Подтвержденный опыт работы разработчиком от 3-х лет. Подтвержденный опыт коммерческой разработки на Python от 2-х лет, Django от...","Соблюдение практик и стандартов разработки подразделения (workflow, code review, инспекции). Разработка дизайна решения на основе требований, участие в формировании требований. ",0.7,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1
