city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,python,django framework,postgresql,git,linux,javascript,mysql,sql,redis,mongodb,other
Екатеринбург,Строительный Двор,2019-12-10T14:44:10+0300,"   Строительный Двор - крупнейший поставщик строительных и отделочных материалов с 1993 года!     16 городов, 54 розничных магазинов, более 2 000 сотрудников.   У нас микросервисная архитектура и agile подход к разработке, нет менеджеров и начальников, у нас есть самоорганизованные команды! Открытость экспериментам и новым инструментам!  Мы любим web и у нас всегда есть интересные задачи!     Требования:      опыт работы от 2+ года в разработке Python, или других языках;   практический опыт работы с операционными системами семейства *nix;   опыт использования какой-либо реляционной СУБД (MySQL, Postgre SQL, SQL Server, Oracle);   использование тестов в процессе разработки, покрытие своего кода тестами;   работа в команде разработчиков.      Обязанности:      качественное и своевременное исполнение задач web-проекта и непосредственного руководителя;   поддержка и доработка уже существующих сайтов;   разработка концепции развития веб-сервера;   оптимизация БД и запросов‚ сопровождение существующего кода.      Условия:      официальная заработная плата, уровень обсуждается на собеседовании;   свободный график работы;   официальное трудоустройство;   современный классный офис со своей столовой;   насыщенная корпоративная жизнь;   дополнительный официальный день отпуска за каждый год работы в компании.      Стань частью нашей команды ! Мы ждём твоё резюме!  ",Полная занятость,Гибкий график,От 1 года до 3 лет,|Python|MySQL|PostgreSQL,3.0,120000.0,1.0,60000.0,python разработчик,"Опыт работы от 2+ года в разработке Python, или других языках. Практический опыт работы с операционными системами семейства *nix. ",Качественное и своевременное исполнение задач web-проекта и непосредственного руководителя. Поддержка и доработка уже существующих сайтов. Разработка концепции развития веб...,0.1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
Екатеринбург,Очень Интересно,2019-12-12T08:40:49+0300," Ищем разработчика веб-приложений на Python.        Про нас:    У нас работают и общаются талантливые разработчики, опытные архитекторы и проектировщики, рациональные менеджеры, дизайнеры, инженеры, тестировщики, использующие современные технологии в создаваемых с нуля проектах. Мы решаем нетривиальные задачи, которые позже переезжают жить на Amazon AWS / Azure / Google Apps при помощи нашей блистательной DevOps-команды.   Мы живем в разных странах, городах и часовых поясах, но совместно работаем над VR (Virtual Reality), AR (Augmented Reality), IoT (Internet of Things), веб-проектами и мобильными приложениями, Unity Gaming, Enterprise бизнес-приложениями. Мы профессионально говорим на разных языках - русском, английском, немецком, китайском, вьетнамском, фарси и ”в совершенстве” на Python, С#, PHP, Objective-C, JavaScript (React, Vue.js, Angular), Java, Swift. Мы находимся на трех континентах (Европа, Азия, Америка) и постоянно путешествуем между ними, по работе и просто так.   Особое внимание мы уделяем таким вещам как, возможность самореализации и взаимодействия в команде. Важно, чтобы работа приносила удовольствие!        Про вас:        Отлично понимаете Python3, Python Internals, структуры и алгоритмы, шаблоны проектирования.       Предлагаете обдуманные и аргументированные решения и реализуете их с минимумом багов (или вообще без них)!       Планируете свое решение, прежде чем написать первую строчку кода.       Умеете тестировать свой собственный и чужой код (unit tests, integration tests, manual tests).       Понимаете, что такое сложность алгоритмов по O-нотации.        Плюсом будет:        Django &amp; Django Rest Framework.       Оптимизация и профилирование Python кода.       Профилирование SQL / NoSQL запросов (explain - ваш лучший друг!).       Опыт работы с Vue (or React/Angular).       Хорошее понимание Frontend технологий: CSS3 / HTML / JavaScript / Webpack.       Опыт или интерес к работе с другими языками (Scala, Go, C).       Интерес к проектированию API / DB / Mobile apps.       Опыт работы и реализации real-time сервисов и приложений.       Опыт работы с Hadoop / HBase / Storm / Kafka / Spark / MapReduce.       TDD.       Умение общаться с другими разработчиками и анализировать собственные предлагаемые варианты решения (и идеи) с точки зрения ROI (Return on Investment) - большой плюс!        Какие задачи решать:        Создание API, Backend для мобильных, веб- и IoT- приложений.       Event stream processing (Kafka / Storm / Spark) и аналитика в реальном времени.       Разработка новых приложений и проектов.       Работа с проектами, которые уже живут в production и где растет количество пользователей, трафик, базы данных и нагрузка на инфраструктуру.            С чем работать:        Python3 / Django / Django Rest Framework.       PostgreSQL / MongoDB / DynamoDB / Redis / RabbitMQ.       Apache Kafka / Storm / Spark, Map/Reduce.       Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB).       Google Cloud.       Unit tests.       Docker.       Git / Linters / Jenkins / Upsource.       JavaScript apps (Vue.js).       Linux preferred (Mac is fine as well. No Windows :).            Мы ценим:        Как красивый код, так и минимум кода.       Понятный код, который покрыт тестами и содержит детальные комментарии.       Разработчиков, увеличивающих объем знаний и опыт команды.       Тех, кто не боится ответственности и работает на результат.       Разработчиков, не требующих микроменеджмента и постоянного мониторинга.       Людей, которые сказали, что все будет сделано в среду, и финишировали во вторник.       Документацию, которая обновляется (и тех, кто над ней работает).       Чувство юмора )            Мы предлагаем:        Официальное трудоустройство и “белую” заработную плату.       Лояльный график работы: гибкое начало и окончание дня, возможность работать удаленно по пятницам.       Офис в центре города в шаговой доступности от метро и с доступом к любому виду транспорта (бизнес-центр ЦМТЕ).       Ежегодное Performance Review.       Прозрачные процессы в компании и гибкий менеджмент.       Работу над международными проектами в разных сферах.       Занятия английским языком за счет компании.       Частичную компенсацию спорта (фитнес, бассейн, волейбол, танцы и пр.).       Команду, которая всегда готова поддержать, объяснить непонятное и просто пообщаться.       Спортивные тимбилдинги и корпоративные мероприятия.       Традиционную пиццу в офисе по четвергам (наша традиция :) )       Зону отдыха с кикером и Playstation 4.     ",Полная занятость,Полный день,От 3 до 6 лет,|Python|Django Rest Framework|Django,6.0,110000.0,3.0,70000.0,python разработчик,"Предлагаете обдуманные и аргументированные решения и реализуете их с минимумом багов (или вообще без них)! Планируете свое решение, прежде чем...","Оптимизация и профилирование Python кода. Создание API, Backend для мобильных, веб- и IoT- приложений. Event stream processing (Kafka / Storm / Spark...",0.03333333333333333,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Екатеринбург,УРАЛ МАРТ,2019-11-25T13:32:08+0300,"  Обязанности:    Проектирование и разработка программных модулей интернет-магазина;   Работа над back-end и немного front-end;   Тестирование и оптимизация.    Требования:    Опыт работы Python/Django программистом от 3-х лет (общий стаж от 5 лет);   Знание PostgreSQL, желательно HTML, CSS, JavaScript/jQuery/JSON/AJAX, Elastic search;   Опыт разработки крупных интернет-магазинов будет большим преимуществом;   Опыт работы с системами контроля версий (github/bitbucket/gitlab);   Будет преимуществом знание UNIX-систем (на уровне разворачивания приложений и сервисов), Apache/nginx; C, Java;   Умение разбираться в чужом коде, производить рефакторинг и оптимизацию;   Знание основ разработки HighLoad проектов;   Английский на уровне чтения технической документации;   Навык работы на результат, а не на процесс.    Условия:    Оклад от 70 000 р. + бонусы за качественное и оперативное решение рабочих задач. ",Полная занятость,Полный день,От 3 до 6 лет,|PostgreSQL|Python|JavaScript|Django Framework|jQuery,6.0,138500.0,3.0,70000.0,разработчик python,"Опыт работы Python/Django программистом от 3-х лет (общий стаж от 5 лет). Знание PostgreSQL, желательно HTML, CSS, JavaScript...",Проектирование и разработка программных модулей интернет-магазина. Работа над back-end и немного front-end. Тестирование и оптимизация.,0.6,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
Екатеринбург,Тензор,2019-12-09T08:47:54+0300," Систему СБИС придумали, создали и постоянно совершенствуют почти 1500 разработчиков в 11 центрах разработки по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных.   Мы ищем людей, способных реализовывать от идеи до “продакшна” крупные проекты по:     Разработке высоконагруженных сервисов (хорошие объемы данных, HA)   Оптимизации выдачи данных         Присоединившись к нашей команде, у вас будет возможность усовершенствовать систему СБИС. Результатом вашей работы будут пользоваться более миллиона людей – на компьютерах, планшетах и смартфонах.   Мы не работаем под заказ, мы создаем тиражные продукты. Используемый стек технологий: C++, Python, PostgreSQL, Javascript, NodeJS, Redis, ElasticSearch, Clickhouse. Вам не нужно знать буквально все наши технологии. Нужна светлая голова и страстное желание работать. Делать лучший продукт в России.    Мы будем рады узнать о наличии у вас:      опыта разработки на указанных выше ЯП или любом диалекте SQL;   способности чувствовать «красоту кода»;   опыта командной разработки;   профильного (ИТ/инженерного) образования;   желания развиваться – как вместе с нами, так и самостоятельно.      Мы предлагаем:       заработная плата в зависимости от квалификации и уровня ответственности;   оформление по ТК РФ;   премии от 5 до 20% по итогам работы за месяц;   социальные гарантии;   дружный, весёлый молодой коллектив;   корпоративные праздники и различные совместные мероприятия.       ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,120000.0,1.0,75000.0,разработчик python,Опыта разработки на указанных выше ЯП или любом диалекте SQL. Способности чувствовать «красоту кода». Опыта командной разработки. Профильного (ИТ/инженерного...,"Разработке высоконагруженных сервисов (хорошие объемы данных, HA). Оптимизации выдачи данных.",0.13333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Carbon Soft,2019-11-14T11:49:50+0300," В наши команды биллинга для операторов связи и облачных VPS требуются разработчики.   Работа подойдёт тем, кто ищет спокойную и интересную работу в Екатеринбурге.   Уровень зарплаты зависит от опыта и знаний, определяется по результатам собеседования.   О проекте:     Биллинговая система Carbon Billing 5 для интернет-провайдеров.   Технологии: Python, Django, Firebird, CentOS, FreeRadius.   Облачные VPS для бизнеса.   Технологии: Python, Flask, REST, MySQL.    Обязанности:        Frontend разработка веб-интерфейсов.           Backend разработка веб-служб на Python.       Требования:     Опыт программирования на Python, PHP или других языках.   Знание JavaScript, CSS и HTML;   Опыт работы в Linux.     Владение любым из перечисленных ниже навыков - опционально (все равно появятся за пару месяцев)     Знание git или другой системы контроля версий;   Опыт составления, отладки и оптимизации SQL запросов;   Опыт программирования на Bash;   Опыт работы с Django, Flask или подобными фреймворками;   Опыт интеграции сторонних сервисов через API;   Будет очень круто, если вы уже работали в интернет-провайдере.      Условия:        Официальное трудоустройство       8 часовой рабочий день с 10-00 до 18-00, включая перерыв на обед 30 мин     Можно договориться насчет индивидуального графика работы   Просторное и тихое рабочее пространство, возможность оборудовать его под себя, мы не сидим в опенспейсах     Обучение и покупка литературы за счет компании. Возможность бесплатно посещать IT-конференции по вашей профессии       Оплачиваемые компанией корпоративы     Компенсация обедов   После испытательного срока в подарок Pocketbook 740     Кофе, чай, плюшки в офисе       Во время отдыха можно поиграть в Playstation, настольный теннис или настольный хоккей       Весёлый коллектив профессионалов, готовых поспособствовать в профессиональном росте. Наши сотрудники любят не только программировать и внедрять наши решения клиентам, но и проводить вместе свободное после работы время     ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|Git|Linux|Django Framework|JavaScript|Flask,3.0,180000.0,1.0,50000.0,разработчик python,"Опыт программирования на Python, PHP или других языках. Знание JavaScript, CSS и HTML. Опыт работы в Linux. Знание git или...",Frontend разработка веб-интерфейсов. Backend разработка веб-служб на Python.,0.9666666666666667,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1
Екатеринбург,IT-People.ru,2019-11-27T10:34:01+0300," Наш клиент - системный интегратор в сфере информационной безопасности. За 12 лет работы компания успешно выполнила более 1000 проектов. Помимо инженерных решений, в компании есть направление собственной продуктовой разработки. Ребята уже реализовали несколько проектов, один из которых программно-аппаратный комплекс для мониторинга состояния безопасности автоматизированных систем. По-другому, это антивирус для крупных промышленных предприятий. Продукт находится в релизе, сейчас стадия активных продаж, доработки и развития системы. Команда состоит из 8 человек. Это руководитель проекта, ТимЛид, несколько разработчиков на бекенде, тестировщик, аналитик. Поддерживает проект большая группа сопровождения.   Успешный старт продаж показал, что у продукта огромные перспективы. Поэтому для усиления команды открыта вакансия  Python-разработчик уровня Middle/Senior.     Задач на проекте много, самых разнообразных: проектирование архитектуры, разработка сервисов, оптимизация, разработка новой функциональности. Специфика продукта такова, что это минимум фронтенда, максимум инженерных задач.    Стек технологий:  Python 3.7, часть микросервисов написана на Flask, часть с использованием python asyncio, 1 сервис на Go. БД — MySQL. Elasticsearch, Kibana, RabbitMQ, REST API. На фронте Angular 7. CI: Jenkins + Docker.    От вас:         красивый код,       желание полностью погрузиться в проект,       максимум ответственности и самостоятельности в принятии решений.       Есть все возможности влиять на архитектуру проекта, быть идейным вдохновителем в построении принципов программирования в команде.    От компании:        конкурентный уровень дохода, обсуждается индивидуально и зависит от уровня технических знаний кандидата;       оборудование рабочего места с учетом ваших пожеланий;       профильное обучение за счет компании;       корпоративный спорт (бассейн, баскетбол, фитнес, скалодром);       компенсация ДМС;       комфортный офис около парка Маяковского, всегда в наличии чай, кофе, вкусняшки;       классная и сильная команда, большое количество действительно интересных корпоративных мероприятий;       официальное трудоустройство в соответствии с требованиями ТК РФ.     ",Полная занятость,Полный день,От 3 до 6 лет,|Python,6.0,138500.0,3.0,76111.11111111111,middle senior python разработчик,От вас: Красивый код. Желание полностью погрузиться в проект. Максимум ответственности и самостоятельности в принятии решений.,Без обязанностей,0.5333333333333333,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Крона-КС,2019-12-09T07:57:52+0300," Привет, будущий коллега!   Мы специализируемся на разработке облачных сервисов и инновационных мобильных приложений для коммерческих структур, от небольших компаний до гигантов федерального уровня.   В связи с интенсивным ростом клиентской базы и сопутствующих задач, ищем в свою команду толкового backend или fullstack разработчика на дальнейшее развитие нашей облачной платформы мобильного аудита и мониторинга  RETAILIQA .    RETAILIQA (Ритейлика)  - это наша собственная разработка (связка web+mobile), развитием которой мы активно занимаемся более 5 лет с 2014 года. Платформа создана &quot;с нуля&quot; для решения задач по переходу бизнес-процессов компаний на безбумажные технологии и ориентирована на широкое использование мобильных устройств для выполнения различных видов аудитов, контроля качества работы, мониторинга цен конкурентов и сбора отзывов клиентов.   За последние годы наша платформа совершила буквально революцию в области автоматизации проверок, инспекций, мониторингов и аудитов, обретя множество клиентов из числа компаний федерального и регионального уровня в России и странах СНГ. Впереди - Европа и другие западные страны :-)    Среди наших клиентов  М.Видео, DNS, Татнефть-АЗС, Инвитро, Аскона, Мираторг, Spar, Монетка, Аптечная сеть Вита, Московский ювелирный завод, Мотив, Globus, 220 Вольт, Галамарт, Супермаркеты Кировский и многие другие (всего уже более 200 корпоративных клиентов, от небольших ресторанов до крупнейших федеральных продуктовых сетей)    Какой стек используем?      Python/Django   MongoDB/MySql/SQLite   RabbitMQ/Celery/Redis   AngularJS/React   Cordova   Elixir     Система контроля версий – Git. Контейнеризация - Docker.    Какие стоят задачи на текущий момент?       Доработка и развитие существующих сервисов;   Оптимизационные задачи по производительности бэкенда;   Доработки и кастомизация функционала наших сервисов под специфику и бизнес-процессы крупных клиентов;   Разработка узкоспециализированных модулей в рамках платформы;   Участие в разработке новых сервисов;      Чем предстоит заниматься в будущем?    Задачи «на перспективу», связанные с использованием фреймворков и технологий машинного обучения (например, автоматическое распознавание ценников и &quot;пустот&quot; на товарных полках с помощью сверточных нейронных сетей). Основные &quot;двигатели прогресса&quot; и поставщики новых идей - это наши клиенты, известные федеральные и региональные ритейлеры, поэтому у нас впереди много разноплановых задач «на пике технологий», задачи непростые и очень интересные.    Ожидаем:      Уверенное знание Python;   Опыт работы с NoSQL СУБД (mongoDB) либо PostgreSQL/MySQL/SQLite;      Будет весомым плюсом:      Уклон в &quot;фулстек&quot; и опыт работы с js-фреймворками (Angular, React);   Участие в проектах по разработке мобильных приложений;      Место работы : г. Екатеринбург, ул. Айвазовского 53 (район Южного автовокзала).    От нас:      Официальное трудоустройство по ТК, 100% белая зарплата;   Своевременное з/п-ревью по мере роста проф. уровня и приносимой компании пользы;   Много &quot;челленджа&quot; от компаний-клиентов из различных сфер бизнеса и направлений деятельности;   Дружный, амбициозный и талантливый коллектив, увлеченный своим делом;   Комфортное рабочее место;   Частичная компенсация питания;   Гибкое начало рабочего дня;   ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|JavaScript|Git|Django Framework|Linux|MongoDB|Celery|RabbitMQ|AngularJS|React|Docker|Android|iOS|Cordova|NoSQL|SaaS|MySQL|PostgreSQL|Kubernetes|Elixir,3.0,120000.0,1.0,70000.0,python разработчик,Уверенное знание Python. Опыт работы с NoSQL СУБД (mongoDB) либо PostgreSQL/MySQL/SQLite. Уклон в &quot;фулстек&quot; и опыт работы с...,Доработка и развитие существующих сервисов. Оптимизационные задачи по производительности бэкенда. Доработки и кастомизация функционала наших сервисов под специфику и бизнес...,0.13333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1
Екатеринбург,Точка,2019-11-27T11:26:07+0300," Ищем амбициозного питониста, который любит вызовы и готов покорять сложный сервис. Каждый день интернет-банком Точки пользуются сотни тысяч предпринимателей: они выставляют счета, переводят деньги контрагентам, выплачивают зарплату своим сотрудникам, и любые сбои становятся критичными. Тебе предстоит охранять бесперебойность бизнеса наших клиентов и совершенствовать основной продукт Точки.    Что надо делать    Ты будешь разрабатывать бэкенд интернет-банка, принимать архитектурные решения и участвовать в создании действительно масштабного проекта. Задачи по-настоящему разные: от маленьких тематических админочек до бэкендов больших сервисов и нагруженных систем.   Ты сможешь сам выбрать, какой продукт будешь создавать — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может быть, тебе интересна тема машинного обучения, big data и нейронные сети.    Ты подойдёшь, если        Работал с Python 3.6, asyncio (async/await), веб-фреймоворками (aiohttp, flask, Django), ORM (peewee, SQLAlchemy, Django ORM).       Знаешь классические алгоритмы и структуры данных, сортировки, алгоритмы на графах, динамическое программирование.       Понимаешь, что такое асинхронное программирование и как оно устроено в языке Python.       Разбираешься в новых библиотеках, пишешь тесты, в том числе нагрузочные, знаешь принципы работы очередей сообщений (RabbitMQ, ActiveMQ).        Какой будет Точка для тебя        Комфортная зарплата, которая оправдывает ожидания, медстраховка и всё, что обычно называют горами бесплатных печенек и кофе.       Удобный график: пятидневная рабочая неделя с гибким начало и окончанием рабочего дня.       Уютный офис в центре города, мягкие зоны в стиле коворкинга, бизнес-библиотека, тренажёрный зал и не только       Бесплатное обучение. Всячески способствуем развитию сотрудников, оплачиваем курсы и отправляем на конференции. Периодически митапимся и делимся опытом.       То самое чувство команды, которая летит впереди рынка и не перестаёт приятно удивлять своих клиентов. Кстати, посмотреть на людей, которые создают Точку, всегда можно в нашем инстаграме.       Уже чувствуешь, что команда мечты рядом? Ты знаешь, что делать :) ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,150000.0,1.0,76111.11111111111,python разработчик,"Ты сможешь сам выбрать, какой продукт будешь создавать — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может...","Ты будешь разрабатывать бэкенд интернет-банка, принимать архитектурные решения и участвовать в создании действительно масштабного проекта. Задачи по-настоящему разные...",0.5333333333333333,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,IT-People.ru,2019-11-20T11:56:15+0300," Наш клиент - gamedev компания, с 2012 делает успешный игровой проект. Это многопользовательская игра жанра шутер. В режиме реального времени в игре около 3-4 тысяч игроков, зарегистрированных пользователей свыше миллиона. Команда небольшая, 16 человек, плюс примерно такое же количество постоянных фрилансеров.   Игра продолжает свое развитие, поэтому компания в поиске python - разработчика .     Задачи:  - поддержка клиентской и серверной частей игры на Python.        От вас:      Знание Python или желание с ним работать, опыт работы от 1 года;   Понимание принципов ООП;   Хорошая алгоритмическая база;   Умение работать в команде.      Как плюс:      Опыт работы с MySQL;   Опыт программирования многопоточных приложений;   Опыт работы на игровых проектах;   Знание английского языка.          Условия:      Просторный офис рядом со станцией метро &quot;Ботаническая&quot;;   Удобное рабочее место, компьютер с двумя мониторами;   Гибкий график работы;   Чай, кофе, печенье и фрукты в офисе;   Заработная плата по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Python,3.0,138500.0,1.0,76111.11111111111,python разработчик,"От вас: Знание Python или желание с ним работать, опыт работы от 1 года. Понимание принципов ООП. Хорошая алгоритмическая база. ",поддержка клиентской и серверной частей игры на Python.,0.7666666666666667,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Центральный банк Российской Федерации,2019-11-29T14:55:46+0300,"  Региональный центр развития &quot;Екатеринбург&quot; приглашает специалистов по тестированию ПО принять участие в конкурсе на вакансию &quot;разработчик Python&quot;     С чем придется работать:      участвовать в разработке фреймворка тестирования разработка core-классов и дополнительных модулей;   анализ результатов и подготовка дефектов по фреймворку, с последующим устранением;   работа с Confluence;   разработка внешних функций на языке Python;   создание и настройка тестовых сред;   работа с системами непрерывной интеграции (Jenkins);   взаимодействие с подрядчиками и смежными подразделениями при согласовании документации;   применение изменений, выработка мероприятий по их предотвращению и минимизации последствий;   развитие и формализация/регламентирование процесса управления релизами для систем находящихся в зоне ответственности;   обучение junior-разработчиков+ликбез коллег других подразделений;   рефакторинг и оптимизация своих же наработок при необходимости;   code-review реквестов, написание качественного фидбэка по результатам   разработка дополнительных инструмеyтов ci/cd      Необходимые теоретические знания:      знание жизненных циклов и методологий разработки ПО;   знание пирамиды тестирования. Виды и типы тестирования;   понимание баг-трекинговых систем (заведение дефектов, контроль за жизненным циклом);   навыки построения базовых SQL-запросов (insert, update, select), управление транзакциями, создание и восстановление дампов БД;   навыки документирования найденных ошибок, написания тест репортов;   понимание что такое автоматизация процессов и их суть;   знание методологий BDD;   понимание ООП, знание стандартных методологий разработки с использованием ООП;   знание стандартных методологий (DRY, YAGNI и тд.);   знание HTML/CSS и селекторов xPath+CSS;   понимание JS;   понимание работу ЭВМ и разницу работ разных архитектур;   знание библиотек для работы с Gherkin (Behave, cucumber etc);   знание и понимание сетей;   понимание многопоточности, асинхронности и тд;   умение быстро разбираться с новыми библиотеками с помощью документации;   понимание работы интерпретатора и различия от компилятора;      Необходимые практические знания:      знание и понимание python;   опыт и умение работать с системами контроля версий (Git);   опыт работы с sql - простыми и сложными запросами;   умение работать с Docker, Jenkins и любыми системами\по для непрерывной интеграции;   уметь Async/multiprocessing/threading;   опыт разработки с использованием ООП;   уметь разбирать исходный код библиотек и дорабатывать их;   разработка сложных кор-классов;      Мы предлагаем:      работу в крупной стабильной организации и получение опыта работы в МЕГАРЕГУЛЯТОРЕ;   возможность профессионального развития в команде лучших экспертов своего направления;   достойный уровень дохода, включающий систему премирования, надбавки, расширенный социальный пакет (ДМС после успешного прохождения испытательного срока);   насыщенную корпоративную жизнь, наличие спортивного зала и организованного питания на территории места работы.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,138500.0,1.0,76111.11111111111,middle senior python разработчик,Знание жизненных циклов и методологий разработки ПО. Знание пирамиды тестирования. Виды и типы тестирования. Понимание баг-трекинговых систем (заведение дефектов...,"Участвовать в разработке фреймворка тестирования разработка core-классов и дополнительных модулей. Анализ результатов и подготовка дефектов по фреймворку, с последующим...",0.4666666666666667,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
