city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,пользователь пк,работа в команде,грамотная речь,деловое общение,стрессоустойчивость,mathcad,грамотность,чтение чертежей,ответственность,креативность,other
Санкт-Петербург,Почта России,2019-12-09T07:01:53+0300,"  Обязанности:      Оказание услуг почтовой связи (прием и вручение почтовых отправлений);   Осуществление денежных переводов;   Выплата пенсий и пособий;   Прием платежей;   Открытие и обслуживание депозитов и кредитов;   Заключение страховых договоров;   Продажа печатной продукции и сопутствующих товаров (лотерейные билеты, открытки, журналы, газеты и многое другое)      Условия :     5/2, начало и окончание работы зависит от режима работы отделения почтовой связи;   Оклад - 20800 рублей, ежемесячная премия от 4000 р + бонусы от продажи товаров и услуг = зп от 31400 р;   Работа в стабильной развивающейся государственной компании;   Возможность работы в районе шаговой доступности от места проживания;   Возможность карьерного роста внутри компании;   Стабильная заработная плата и регулярные дополнительные выплаты (ежемесячные, выплаты за оказание сетевых услуг);   Предоставляем соц.пакет;   Оплата больничных, отпусков, компенсация отдыха в детских лагерях и санаториях, частичная оплата лечения, материальная помощь.       ",Полная занятость,Полный день,Нет опыта,,,44214.285714285725,,31400.0,оператор связи,Без требований,Оказание услуг почтовой связи (прием и вручение почтовых отправлений). Осуществление денежных переводов. Выплата пенсий и пособий. Прием платежей. ,0.13333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Эксперт-Групп,2019-12-12T16:02:16+0300," В нашу команду в связи с успешным развитием и расширением штата сотрудников открыта вакансия на позицию &quot;Оператор call-центра&quot;.   Наша компания уже имеет множество филиалов по России, успешно развивающихся на рынке, а также штат высококвалифицированных специалистов.   Теперь мы в городе Санкт-Петербург и Вы можете стать частью успешной команды!    Обязанности:      Консультирование потенциальных клиентов о проводимых акциях и услугах компании(теплая база);   Осуществление звонков;   Выполнение плановых показателей;   Ведение отчетности о выполненной работе;   Умение работать с большим объемом информации.      Требования:      Вежливость и клиентоориентированность;   Грамотно поставленная речь;   Презентабельный внешний вид;   Знание ПК на уровне пользователя;   Опыт ведения телефонных переговоров будет вашим преимуществом.      Условия:      Заработная плата от 35000 р.;   Комфортный офис в самом центре города, в одной минуте ходьбы от станции метро Лиговский проспект;   Обучение во время работы;   Стабильный график 5/2, с 10.00 до 19.00;   Успешный и дружный коллектив, ставший уже больше, чем команда в которой Вы станете результативным и добьетесь успехов;   Корпоративные мероприятия, тренинги.     Ждем Ваших резюме или звонка по указанному номеру! ",Полная занятость,Полный день,Нет опыта,,,44214.285714285725,,35000.0,оператор сall центра,Вежливость и клиентоориентированность. Грамотно поставленная речь. Презентабельный внешний вид. Знание ПК на уровне пользователя. Опыт ведения телефонных переговоров будет вашим...,Консультирование потенциальных клиентов о проводимых акциях и услугах компании(теплая база). Осуществление звонков. Выполнение плановых показателей. Ведение отчетности о выполненной...,0.03333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ГК Филанко,2019-11-27T13:46:40+0300," Обязанности специалиста по работе с операторами связи:       Поиск каналов связи в аренду по запросам отделов продаж;       Ведение переговоров с поставщиками услуг связи, согласование условий;       Согласование и заключение договоров аренды услуг связи;       Контроль процесса организации услуги, приемка услуги;       Корректное ведение контрагентов в CRM;       Ведение работы по оптимизации затрат на аренду транспортных каналов/волокон;       Контроль актуальности используемых услуг от контрагентов;       Своевременное формирование минимальной отчетности.        Наши ожидания:      Опыт работы в сфере телекоммуникаций - обязателен;   Опыт продаж услуг Дата-Центра - желателен.     Вы - наш идеальный кандидат, если Вы - профессионал в своей должности! Коммуникабельный, нацеленный на результат, желающий зарабатывать, знающий и понимающий рынок телекоммуникаций!    Мы предлагаем:      Уровень дохода: оклад + процент от абонентских платежей контрактов, реализованных на арендованных ресурсах + процент с продаж услуг дата-центра;   Возможность профессионального и карьерного развития;   График работы: 5/2, с 9:00 до 18:00; в пятницу с 9:00 до 16:45;   Белая компания: соблюдение норм ТК РФ;   Выплата заработной платы в срок;   Молодой, профессиональный коллектив;   Корпоративные праздники и подарки для сотрудников и детей;   Всегда фрукты/ чай/ кофе в офисе;   Офис в 2-х минутах от метро &quot;Пушкинская&quot;/ &quot;Звенигородская&quot;.          Благодарим Вас за интерес, проявленный к нашей Компании.      Стандартный срок рассмотрения резюме - до 2 дней. Отсутствие ответа в течение этого периода означает, что, к сожалению, мы не готовы предложить Вам данную вакансию.       Ваше резюме останется в нашей базе, и в случае появления подходящей вакансии, мы предложим ее Вам на рассмотрение.   ",Полная занятость,Полный день,От 1 года до 3 лет,|B2B Продажи|аренда каналов связи|Ведение переговоров|Планирование продаж|Прямые продажи|Управление продажами|Телефонные переговоры|Деловое общение|Продажа серверов|Дата-центр,3.0,44214.285714285725,1.0,60000.0,специалист по работе с операторами связи,Опыт работы в сфере телекоммуникаций - обязателен. Опыт продаж услуг Дата-Центра - желателен.,"Поиск каналов связи в аренду по запросам отделов продаж. Ведение переговоров с поставщиками услуг связи, согласование условий. Согласование и заключение...",0.5333333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Санкт-Петербург,Айрис,2019-12-09T12:22:58+0300," Обязанности:     Разработка 3D моделей, написание файлов DXF для резки   Работа на лазерных станках 1000х1600 100W по дереву     Требования:     Свободное владение программами для создания 2D и 3D моделей   Умение проектировать сборные модели: шкатулка, чайный домик,..   Опыт работы с деревом, МДФ, фанерой, листовыми пластиками   Опыт работы на лазерных режущих и гравировальных станках     Условия:     Дружный творческий коллектив. Работа в крупной производственно-торговой компании.   Оформление согласно ТК РФ, ОМС   График работы 2/2   Производство располагается рядом со станцией метро «Проспект Просвещения»   Своевременная заработная плата, величина по итогам собеседования.   ",Полная занятость,Сменный график,От 1 года до 3 лет,,3.0,45000.0,1.0,30000.0,оператор лазерного станка с чпу,"Свободное владение программами для создания 2D и 3D моделей. Умение проектировать сборные модели: шкатулка, чайный домик,.. ","Разработка 3D моделей, написание файлов DXF для резки. Работа на лазерных станках 1000х1600 100W по дереву.",0.13333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Монетка, Торговая сеть",2019-12-06T13:53:12+0300," Обязанности:     Работа с документами, обработка заявок и загрузка данных в систему;   Создание возвратных ВСД, коммуникации с контарагентами по системе Меркурий;   Ведение базы данных подразделений.     Требования:     Знание Ехсеl;   Умение работать с массивами данных.     Условия:       Место работы БК &quot;ДЕЛОВОЙ КВАРТАЛ&quot;;       Доставка служебным транспортом;       Стандартная пятидневная рабочая неделя, нормированный день с 9:00 до 18:00;       Работа в крупной развивающейся компании.     ",Полная занятость,Полный день,Нет опыта,|Работа с базами данных,,30000.0,,25000.0,аналитик оператор пк,Знание Ехсеl. Умение работать с массивами данных.,"Работа с документами, обработка заявок и загрузка данных в систему. Создание возвратных ВСД, коммуникации с контарагентами по системе Меркурий. ",0.23333333333333334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,"МОТИВ, телекоммуникационная группа",2019-11-25T07:52:43+0300,"  Телекоммуникационная группа МОТИВ  — один из ведущих представителей телекоммуникационной сферы на территории УрФО, Курганской области, ХМАО и ЯНАО. Мы существуем на рынке услуг сотовой связи уже более 20 лет! Вы можете стать частью большой команды единомышленников. Приглашаем Вас на вакантную должность  Оператор call-центра !    Требования:      Образование: средне-специальное, неоконченное высшее, высшее;   Уверенный пользователь ПК;   Умение построить диалог/контакт с людьми;   Способность работать в режиме многозадачности;   Уверенный голос, четкое произношение;   Искреннее желание и готовность помочь клиенту в сложных ситуациях;   Опыт работы не обязателен, мы всему научим!      Обязанности:      Прием входящих обращений;   Консультирование клиентов в он-лайн чате и мессенджерах;   Помощь потенциальным и действующим клиентам в получении необходимой информации;   Подключение\отключение услуг Компании;   Сбор обратной связи и выявление уровня удовлетворенности клиентов качеством оказания услуг и обслуживанием.      Условия работы:      Официальное трудоустройство по ТК РФ;   Стабильная &quot;белая&quot; заработная плата (оклад + премиальная часть, дающая возможность влиять на свой заработок);   Социальный пакет;   Возможность совмещения работы с учебой;   Компенсация мобильной связи, корпоративные скидки.    А также:    Дружный коллектив;   Корпоративный университет;   Возможность карьерного, профессионального и материального роста;   Насыщенная корпоративная жизнь (праздники, поездки, конференции и пр.).   ",Полная занятость,Сменный график,Нет опыта,,,37333.333333333336,,55909.09090909091,оператор сall центра,"Образование: средне-специальное, неоконченное высшее, высшее. Уверенный пользователь ПК. Умение построить диалог/контакт с людьми. Способность работать в режиме многозадачности. ",Прием входящих обращений. Консультирование клиентов в он-лайн чате и мессенджерах. Помощь потенциальным и действующим клиентам в получении необходимой информации. ,0.6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Консалтинг Групп,2019-12-11T16:18:40+0300," Обязанности:     Работа на Станках SM 2072S3, SM 2026F3, SM 2025F3 токарная группа, стойки SIEMENS, токарная обработка торцов деталей трубы (отводы, муфты)     Требования:     Опыт в нарезки фасок , работа с черным металлом.   Обязательно должен уметь читать чертежи.   Умение разбираться в режущем инструменте и проводить подналадку станка. (Работа чистовая).     Условия:    Работа вахтовым методом в городе Челябинск на трубном заводе.      Официальное трудоустройство по ТК РФ   Предоставление проживания для иногородних в квартирах   Еженедельные авансы   Спецкомплект предоставляется   Компенсация проезда   График работы : 6/1 , воскресенье выходной   ",Полная занятость,Полный день,От 3 до 6 лет,|Точность и внимательность к деталям,6.0,37333.333333333336,3.0,80000.0,оператор станков с чпу,"Опыт в нарезки фасок , работа с черным металлом. Обязательно должен уметь читать чертежи. Умение разбираться в режущем инструменте и проводить...","Работа на Станках SM 2072S3, SM 2026F3, SM 2025F3 токарная группа, стойки SIEMENS, токарная...",0.06666666666666667,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,Пятерочка,2019-11-28T10:34:17+0300," Обязанности:     Вести видеонаблюдение за внешней и внутренней территорией Распределительного центра с целью выявления нарушений складских операций, нарушение режима;   Обеспечить немедленную передачу информации о выявленных нарушениях режима начальнику службы безопасности/специалисту координации потерь и старшему смены ЧОП;   Осуществлять постоянный контроль за товародвижением с помощью средств видео фиксации;     Требования:     Ответственность, внимательность     Условия:     СТАБИЛЬНЫЙ и 100% официальный доход 2 раза в месяц   ОБУЧЕНИЕ на рабочем месте   БЕСПЛАТНОЕ питание и доставка   ФИРМЕННАЯ спецодежда   ДРУЖНЫЙ коллектив   УДОБНЫЙ сменный график (с ночными сменами)   подарки детям на праздники, льготные путевки в детские лагеря отдыха   скидка сотрудникам при покупке товаров в магазинах сети   интересная корпоративная жизнь   На территории работодателя -г.Екатеринбург, территория логопарк Кольцовский (район аэропорта Кольцово)   ",Полная занятость,Полный день,Нет опыта,,,25000.0,,55909.09090909091,оператор видеонаблюдения,"Ответственность, внимательность.","Вести видеонаблюдение за внешней и внутренней территорией Распределительного центра с целью выявления нарушений складских операций, нарушение режима. Обеспечить немедленную передачу...",0.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Яндекс,2019-12-09T09:14:29+0300," Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Путешествия нужны внимательные, тактичные и любознательные операторы с чувством юмора — обновлять данные в базах, следить за их верностью и актуальностью.       Что вы будете делать:     совершать звонки по сценарию задания;   обновлять сведения в базе данных.     Для работы потребуются:     грамотный устный и письменный русский язык;   умение работать с большими массивами информации;   навыки уверенной работы на компьютере;   тихое место на время работы;   ноутбук или стационарный компьютер с ОС не ниже Windows 7;   гарнитура;   подключённый кабельный высокоскоростной интернет.     Мы ждем, что вы:     хотите и умеете помогать другим людям;   вежливы, но не занудны;   внимательны к деталям и всегда доводите дело до конца;   не устаёте от однообразных задач;   можете работать дома, не отлынивая и не отвлекаясь на очередной эпизод сериала;   любите узнавать новое;   готовы к насыщенному рабочему дню.     Что мы предлагаем:     работу из дома или любой точки России, где есть стабильный интернет;   бесплатную ip-телефонию;   частичную занятость, гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве;   официальное оформление на работу по совместительству с первого дня обучения;   сдельную оплату;   удалённое оплачиваемое обучение.   ",Частичная занятость,Удаленная работа,Нет опыта,,,37333.333333333336,,55909.09090909091,оператор саll центра,Грамотный устный и письменный русский язык. Умение работать с большими массивами информации. Навыки уверенной работы на компьютере. Тихое место на...,Совершать звонки по сценарию задания. Обновлять сведения в базе данных.,0.13333333333333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,7time,2019-12-13T15:18:16+0300," + Сеть профессиональных контакт – центров «7Time» - стабильность 13 лет! + Работа с перспективой быстрого карьерного роста + Все современные тенденции в работе и новые технологии в одном месте + Знаем секреты реализации навыков в заработок! + Работа на совместном проекте с крупной федеральной логистической компанией СДЭК.   В связи с расширением партнерской программы с крупнейшими транспортными компаниями России, открываем ограниченный набор Специалистов по работе с клиентами транспортной компании!   Обязанности:   - Прием входящих телефонных обращений клиентов транспортной компании.   - Консультирование клиентов по вопросам местонахождения грузов, сроков доставки.   - Внесение изменений, связанных с отправкой грузов, в системе по запросу клиента.   - Прием и передача претензий, связанных с доставкой.   - Передача запросов представителям транспортной компании при возникновении проблем по отслеживанию грузов.    На проекте Вы:      Освоите тонкости перспективной профессии Менеджера транспортной компании;   Овладеете искусством делового общения;   Научитесь работать с профессиональными CRM-системами      Вы:      Уверенный пользователь ПК   Обладаете грамотной устной и письменной речью   Готовы освоить большой объем информации   Желаете стабильно работать и развиваться в компании   Нести ответственность за результат      От нас:      Комфортное рабочее место   Неравнодушное руководство   Дружелюбный коллектив   Прозрачная система оплаты труда   График работы 5/2 с плавающими выходными с 11.00 до 20.00 или 2/2, (согласовывается индивидуально)   Стремительный карьерный рост   Просторную парковка для Вашего л/а   Бесплатное обучение и мастер - классы от профессионалов     Мы готовы познакомиться с Вами сегодня! Смело звоните нам прямо сейчас или отправляйте резюме. ",Полная занятость,Полный день,Нет опыта,|Стрессоустойчивость|Коммуникабельность|Пользователь ПК|Клиентоориентированность|Консультирование клиентов по телефону,,30000.0,,23000.0,оператор диспетчер транспортной компании,Овладеете искусством делового общения. Уверенный пользователь ПК. Обладаете грамотной устной и письменной речью. Готовы освоить большой объем информации. ,"Прием входящих телефонных обращений клиентов транспортной компании. - Консультирование клиентов по вопросам местонахождения грузов, сроков доставки. - Внесение изменений, связанных с отправкой...",0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Екатеринбург,Ресурс Групп,2019-11-14T15:26:55+0300," На работу ВАХТОВЫМ МЕТОДОМ приглашаем операторов ЧПУ    -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      - АВАНСЫ 2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     - ЗП НЕ СДЕЛКА НЕ НОРМА, ФИКСИРОВАННАЯ ПОЧАСОВАЯ  СТАВКА     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ     Требования:     - опыт работы от 3 лет,подтвержденный в ТК     - разряд от 4 (не ниже)  ",Полная занятость,Вахтовый метод,От 3 до 6 лет,,6.0,37333.333333333336,3.0,75000.0,оператор станка с чпу,"опыт работы от 3 лет,подтвержденный в ТК. - разряд от 4 (не ниже).",Без обязанностей,0.9666666666666667,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Свердловский инструментальный завод,2019-11-18T07:36:25+0300," Обязанности:     обработка деталей на станке     Требования:     среднее техническое образование   умение читать техническую документацию   опыт работы от 1 года     Условия:     трудоустройство согласно ТК РФ   заработная плата от 30 000 рублей, белая, без задержек   льготное питание в кафе завода   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,37333.333333333336,1.0,55909.09090909091,оператор шлифовальных станков с чпу,Среднее техническое образование. Умение читать техническую документацию. Опыт работы от 1 года.,Обработка деталей на станке.,0.8333333333333334,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Ресурс Групп,2019-11-28T10:42:22+0300,"  На работу  ВАХТОВЫМ МЕТОДОМ  приглашаем операторов станков с ЧПУ      Условия:      -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      - На  ПИТАНИЕ  выдаем  АВАНСЫ  2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ     Требования:     - Опыт работы от 2 лет,подтвержденный в трудовой книжке     - разряд от 4       Обязанности:      - Работа токарной группе станков с ЧПУ...  ",Полная занятость,Вахтовый метод,От 3 до 6 лет,,6.0,37333.333333333336,3.0,75000.0,оператор станков с чпу,"Опыт работы от 2 лет,подтвержденный в трудовой книжке. - разряд от 4.",Работа токарной группе станков с ЧПУ...,0.5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Прайм, Региональная сеть правовой поддержки",2019-12-12T10:48:43+0300,"     Наша Компания продолжает конкурс на вакансию &quot;Оператор call-центра&quot;.   Мы предлагаем нашим сотрудникам широкие возможности для обучения и развития, профессионального и карьерного роста с возможностью заработка.    Наши преимущества:      Стабильный, высокий уровень дохода;   Полностью официальная заработная плата (без задержек по выплатам, 2 раза в месяц);   Возможность профессионального и карьерного роста, с соответствующим ростом дохода;   Социальный пакет   Бесплатное корпоративное обучение.      Обязанности:    - Обзвон лиц принимающих решение (теплые звонки);   - База клиентов предоставляется   - Нет агрессивных продаж   - Работа по скрипту   - Документооборот с клиентами.   Требования:   - Адекватность   - Желание выполнять несложную работу за приемлемые деньги   - Грамотная речь   - Обучаемость   - Дисциплинированность   - Ответственность   - Стрессоустойчивость    Условия:    - На время испытательного срока будет наставник, который покажет и подскажет; - Пятидневная рабочая неделя: пн. - чт. с 8.00 до 17.00; пт. с 08:00-16:00. - Современное оборудованное рабочее место, офис в центре города; - Интересная корпоративная жизнь (праздники, оплаченные корпоративные клубы и многое другое).     ",Полная занятость,Полный день,Нет опыта,|Коммуникабельность|Стрессоустойчивость|нацеленность на результат|Амбициозность|Инициативность|Целеустремленность,,40000.0,,25000.0,оператор сall центра,Желание выполнять несложную работу за приемлемые деньги. - Грамотная речь. - Обучаемость. - Дисциплинированность. - Ответственность. - Стрессоустойчивость.,Обзвон лиц принимающих решение (теплые звонки). - Нет агрессивных продаж. - Работа по скрипту. - Документооборот с клиентами.,0.03333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Екатеринбург,Билайн,2019-12-13T09:55:37+0300," Ищешь работу в открытой рабочей среде, готов к интересным задачам?    Приглашаем тебя стать частью глобальной команды профессионалов Билайн!         В твою сферу ответственности будет входить:      Помогать нашим клиентам разобраться с услугами мобильной связи, предоставляя информационно-справочное обслуживание на узбекском и русском языках по телефону.   Online-настройка сервисов компании.          Если ты можешь сказать о себе:      Я общительный и любознательный.   Нахожу плюсы в любой ситуации и заряжаю позитивом окружающих меня людей.   Умею найти выход в самой нестандартной ситуации, и всегда иду до конца.   Свободно разговариваю на русском и узбекском языках.   С компьютером и смартфонами «на ты».          Мы предлагаем тебе:       Финансовую стабильность  - нам важно, чтобы каждый член нашей команды чувствовал себя уверенно. У нас ты можешь заработать помимо  ежемесячного оклада  и  премии  еще и  полугодовой бонус  при выполнении показателей. Также мы предоставляем возможность  дополнительной хорошо оплачиваемой подработки  в твой выходной. Полностью официальное оформление и выплаты.        Постоянное развитие и возможность реального карьерного роста,  мы всему тебя научим!   Приятные бонусы от компании: полис ДМС, оплачиваемую сотовую связь, домашний интернет и скидки от наших партнеров.   Возможность  работать из дома при успешном выполнении показателей на протяжении месяца.    Гибкий рабочий график с плавающими сменами по 9 и 12 часов, преобладает вечернее время работы (мы учтем твои предпочтения)   Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.        Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Я  ркая команда уже ждет именно тебя – присоединяйся!  ",Полная занятость,Полный день,Нет опыта,|Деловое общение|Работа в команде|Английский язык|Грамотная речь|Креативность,,24000.0,,17000.0,оператор сall центра со знанием узбекского языка,Я общительный и любознательный. Нахожу плюсы в любой ситуации и заряжаю позитивом окружающих меня людей. Умею найти выход в самой...,"Помогать нашим клиентам разобраться с услугами мобильной связи, предоставляя информационно-справочное обслуживание на узбекском и русском языках по телефону. ",0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
Екатеринбург,Ресурс Групп,2019-11-26T12:28:50+0300,  На работу  ВАХТОВЫМ МЕТОДОМ  приглашаем наладчиков станков с ЧПУ      Условия:      -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      - На  ПИТАНИЕ  выдаем  АВАНСЫ  2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ      Требования:      - Опыт работы от 2 лет     - Умение писать программы      Обязанности:      - Работа на токарных и фрезерных станках с ЧПУ   ,Полная занятость,Вахтовый метод,От 1 года до 3 лет,,3.0,37333.333333333336,1.0,75000.0,оператор наладчик станков с чпу,Опыт работы от 2 лет. - Умение писать программы.,Работа на токарных и фрезерных станках с ЧПУ.,0.5666666666666667,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
