city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,монтаж оборудования,монтаж инженерных систем,настройка сетевых подключений,системы видеонаблюдения,электрические системы и слаботочные системы,прокладка кабелей,пользователь пк,производство строительно-монтажных работ,слаботочные системы,работа в команде,other
Санкт-Петербург,СмартЭйдж,2019-12-11T11:36:46+0300,"  Обязанности:     Монтаж кабельных трасс и оборудования СКС и ЛВС, систем пожарной сигнализации, видеонаблюдения, СКУД и подобных.    Монтаж кабельных трасс на лотках, в кабель-канале и в пластиковой трубе.   Расключение монтажных коробок и оборудования в соответствии со схемами.   Тестирование линий.   Требования:   дисциплинированность и пунктуальность.   Условия:   Оформление в соответствии с ТК РФ; график работы: 8 часов/5 дней в неделю; предоставляются инструмент, спецодежда, обувь    Преимущества работы у нас:  стабильная заработная плата, официальное оформление по ТК РФ, опыт работы на крупных и уникальных объектах, возможность карьерного роста. ",Полная занятость,Полный день,Нет опыта,|монтаж кабельных линий в промышленном или гражданском строительстве|монтаж слаботочных систем на стройке,,62142.857142857145,,40000.0,монтажник слаботочных систем,Дисциплинированность и пунктуальность.,"Монтаж кабельных трасс и оборудования СКС и ЛВС, систем пожарной сигнализации, видеонаблюдения, СКУД и подобных. Монтаж кабельных трасс на лотках...",0.06666666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Системы Безопасности,2019-12-13T11:56:04+0300," В следствии увеличения объемов работ и расширения компании требуется мастер-монтажник систем безопасности.    Обязанности :     выезд к клиентам в оговоренное время для производства монтажа, ремонта и настройки оборудования;   выполнение работ согласно технологической инструкции;   прокладка кабельных трасс;   визиты в офис для отчета по выполненным заявкам и получение необходимого для работы оборудования и материалов.       Требования :     опыт работы со слаботочными системами не менее 1 года (СКУД, видеонаблюдение, домофоны);   технические навыки в данной сфере электроники;   наличие навыков работы с электроинструментами;   ответственность;   пунктуальность;   обучаемость;   активная жизненная позиция;   ТРУДОЛЮБИЕ!       Условия :     график работы 5/2 с 9 до 18 (с перерывом на обед);   офис находиться близко к центру рядом с метро;   своевременная оплата труда 2 раза в месяц;   оплата проезда;   оплата мобильной связи;   предоставляем возможность постоянного обучения и повышение Вашей квалификации;   официальное трудоустройство;   возможно трудоустройство с минимальным опытом, при условии обучения;   карьерный рост.         ВАЖНО! Мы ищем людей на долгосрочное сотрудничество! Если вы доводите свои дела до конца, уделяете внимание мелочам, готовы переделать работу, когда понимаете, что сделали что-то не так. Тогда мы вас ждем. ",Полная занятость,Полный день,От 1 года до 3 лет,|Прокладка кабелей|Монтаж оборудования|работа с электроинструментом|работа с тестером|работа с электроникой|Системы видеонаблюдения|Монтаж инженерных систем,3.0,62142.857142857145,1.0,50000.0,монтажник слаботочных систем сервисный мастер,"Опыт работы со слаботочными системами не менее 1 года (СКУД, видеонаблюдение, домофоны). Технические навыки в данной сфере электроники. ","Выезд к клиентам в оговоренное время для производства монтажа, ремонта и настройки оборудования. Выполнение работ согласно технологической инструкции. ",0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1
Санкт-Петербург,Ростелеком,2019-12-12T12:44:15+0300," Обязанности:       Подключение новых абонентов к услугам компании (Интернет, цифровое TV, телефония и «Умный Дом»);       Монтаж, установка и настройка оконечного оборудования;       Консультация пользователей по вопросам настройки абонентского оборудования и работы услуг.       Требования:       Среднее (полное) общее образование;       Знание операционных систем (Windows MacOS и т.д.);       Умение работать с электроинструментом;       Навыки общения с клиентами;       Опыт работы со слаботочными сетями будет Вашим преимуществом;        Условия:      Работа в крупнейшем в России провайдере цифровых услуг и решений;   Оформление  по ТК РФ;    Официальная зарплата: оклад+премия;   Средний ежемесячный доход:  50 000- 55 000  руб.;   График:  сменный   2/2/3 (смены по 12 часов) ;   Характер работы -  разъездной;    Ежемесячная оплата  ГСМ  (11700)   Работа на территории района проживания;     Корпоративное обучение;       Социальный пакет (ДМС, ежегодный оплачиваемый отпуск и т.д.).     ",Полная занятость,Сменный график,Нет опыта,,,62142.857142857145,,40000.0,монтажник слаботочных систем,Среднее (полное) общее образование. Знание операционных систем (Windows MacOS и т.д.). Умение работать с электроинструментом. Навыки общения с клиентами. ,"Подключение новых абонентов к услугам компании (Интернет, цифровое TV, телефония и «Умный Дом»). Монтаж, установка и настройка оконечного оборудования. ",0.03333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Телеком-ВИСТ,2019-12-04T16:20:05+0300," Монтажник по вызову    Обязанности:      Настройка активного оборудования (маршрутизаторы)   проверка работоспособности сети СКС   ремонт сетей СКС     Требования:     Знание что такое СКС,   умение чинить, менять оборудование     Условия:     Работа по требованию.   Разъездная по городу   оплата производится за каждый день работы   гибкий график   оплата ежедневная   ",Полная занятость,Полный день,Нет опыта,|Ремонт ПК|Настройка сетевых подключений|Настройка ПО|Настройка ПК,,62142.857142857145,,40000.0,монтажник слаботочных сетей,"Знание что такое СКС. Умение чинить, менять оборудование.",Настройка активного оборудования (маршрутизаторы). Проверка работоспособности сети СКС. Ремонт сетей СКС.,0.3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Санкт-Петербург,Балашова Анастасия Сергеевна,2019-12-03T14:57:36+0300,"  Обязанности:    Обязанности: - Прокладка оптического кабеля от оборудования (Расположение на лестничной площадке, ни каких подвалов и чердаков) в квартиру абонента. - Установка и настройка абонентского оборудования - Демонстрация услуг. - Подписание договора об оказании услуг с абонентом.   Требования:   - Знание операционных систем( Windows, MacOS и т.д.)   - Базовые знания ЛВС (Локальная вычислительная сеть)   - Опыт работы монтажником приветствуется.   - Специальные знания / навыки: умение работать с электроинструментом, навыки общения с клиентами.   - Пунктуальность, аккуратность, вежливость, исполнительность.    Условия:    - Стоимость 1-й заявки от 900 рублей ( 1 услуга). - Возможность дополнительного заработка. - Обучение. - Работа разъездного характера - Инструмент предоставляет компания. - Работа в районе проживания . - Приезжать в офис каждый день не нужно.   - Выдаётся инструмент и расходный материал, возможно увеличение выплат при использовании в работе своего инструмента и расходных материалов   - Индивидуальный график.         ",Полная занятость,Гибкий график,Нет опыта,|Ответственность|Производство строительно-монтажных работ|Монтаж инженерных систем|Производство пусконаладочных работ,,62142.857142857145,,85000.0,монтажник связи,"Знание операционных систем( Windows, MacOS и т.д.). - Базовые знания ЛВС (Локальная вычислительная сеть). - Опыт работы монтажником приветствуется. - ","Прокладка оптического кабеля от оборудования (Расположение на лестничной площадке, ни каких подвалов и чердаков) в квартиру абонента. - Установка и настройка...",0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Санкт-Петербург,ГиперТехнолоджи,2019-11-15T09:13:57+0300,"       В нашу команду профессионалов ищем активного, целеустремленного сотрудника с золотыми руками, готового учиться и развивать свои знания и навыки. Молодой и дружный коллектив,понятные и прозрачные критерии оценки квалификации и соответственно заработной платы. Стабильный доход и интересные задачи! Только длительное сотрудничество.      Обязанности:      Монтаж кабельных трасс, всех типов лотков, кабельных коробов;   Прокладка кабельных трасс по лоткам короба, трубам;   Монтаж щитов автоматики;   Монтаж и подключение полевого оборудования (датчики, видеокамеры, извещатели, динамики, телевизоры и т. д.);   Монтаж и расключение коммутационных коробок;   Монтаж шлагбаумов, турникетов;   Участие в ПНР.     Требования:       Средне специальное образование;       Опыт работы по монтажу, наладке, по слаботочным системам: АПС, СОуЭ, Речевое оповещение, СКС, ОС и КД, Дымоудаление, Видеонаблюдение, АСТУЭ, автоматика ОВК;       Элементарные знания принципов работы вышеперечисленных систем;       Умение читать схемы;       Соблюдение жестких требований охраны труда;       Опыт работы и управления электрогидроподъёмником, наличие удостоверения на право работы и управления такой техникой приветствуется;       Навыки работы с электроинструментом, мультиметром;       Опыт сварки оптоволокна будет преимуществом;       Навыки пусконаладочных работ будут преимуществом;       Наличие действующего удостоверения по ЭБ крайне приветствуется;       Условия:     Постоянная, полный день, работа на территории работодателя;   Оформление, отпуск, больничный и пр. по ТК;   Корпоративное обучение и тренинги;   Возможность профессионального и карьерного роста;   Своевременные выплаты заработной платы;   Двойная оплата в праздничные и выходные дни;   удобная современная спецодежда;    Заработная плата от 255 руб/час;     Работа на крупных действующих предприятиях Санкт-Петербурга и Лен. области;     Не частые и не продолжительные командировки по европейской части РФ.    ",Полная занятость,Полный день,От 1 года до 3 лет,|слаботочные системы|Пуско-наладочные работы,3.0,60000.0,1.0,45000.0,монтажник слаботочных систем,"Средне специальное образование. Опыт работы по монтажу, наладке, по слаботочным системам: АПС, СОуЭ, Речевое оповещение, СКС, ОС и КД, Дымоудаление...","Монтаж кабельных трасс, всех типов лотков, кабельных коробов. Прокладка кабельных трасс по лоткам короба, трубам. Монтаж щитов автоматики. ",0.9333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Санкт-Петербург,Жоржолиани Георгий Давидович,2019-11-21T13:44:42+0300," Описание работодателя: работа в одном районе . Монтаж домофонов, строительство слаботочных систем, видео наблюдения и др.   Требования: умение работать с перфоратором и другими инструментами.   Обязанности: протяжка кабеля, установка домофона , монтаж точки доступа, камер видеонаблюдения и другие работы в этой сфере.   Условия: удобный график работы, зп. высокая сдельная.   Более подробная информация по телефону   Пока объявление висит оно актуально! ",Полная занятость,Полный день,От 1 года до 3 лет,|Электрические системы и слаботочные системы|Пожарная сигнализация|Системы видеонаблюдения|Монтаж инженерных систем|слаботочные системы|Работа в команде,3.0,80000.0,1.0,50000.0,монтажник слаботочных систем,Без требований,"Описание работодателя: работа в одном районе . Монтаж домофонов, строительство слаботочных систем, видео наблюдения и др. Требования: умение работать с перфоратором...",0.7333333333333333,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1
Санкт-Петербург,AirNet,2019-11-28T18:44:18+0300,"   Обязанности:     • Сварка, монтаж, прокладка и измерение волоконно-оптических кабелей (кровля, столбы);   • Установка антивандальных ящиков, кабель-каналов, трубостоек, слаботочных каналов;   • Подключение электрики.         Требования:     • Образование: среднее, среднее специальное;   • Навыки работы со строительным инструментом, знания по ВОЛС;   • Умение аккуратно и в больших объемах разваривать кроссы и муфты;   • Способность быстро и самостоятельно обучаться;   • Внимательность и аккуратность в работе, ответственность;         Условия:     • Предоставление льгот на услуги компании;   • Красивая форма;   • Чай, кофе за счет компании;   • Абонемент в спортивный зал;   • Финансовое поощрение некурящих;   • Возможности карьерного роста;   • Дружный молодой коллектив;   • Испытательный срок 2 мес;   • Работа в Калининском и Выборгском, Приморском районах СПБ. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,65000.0,1.0,50000.0,монтажник волс,"Образование: среднее, среднее специальное. Навыки работы со строительным инструментом, знания по ВОЛС. Умение аккуратно и в больших объемах разваривать кроссы...","Сварка, монтаж, прокладка и измерение волоконно-оптических кабелей (кровля, столбы). Установка антивандальных ящиков, кабель-каналов, трубостоек, слаботочных каналов. Подключение электрики.",0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Охранная фирма Титан,2019-11-29T15:31:33+0300,"  Обязанности:    Монтаж и пусконаладочные работы ОТС, АПС, СКУД, СОТ (работы &quot;под ключ&quot;).   Чтение технической и исполнительной документаций.   Своевременное предоставление отчетности по выполненным работам.    Требования:    - Преимуществом будет знание Bolid, Си-Норд, Ритм, Trassir, Gate.   - Знание основного используемого оборудование на рынке охранных услуг, НПБ, СП по пожарной сигнализации.   - Системность. Желание работать и развиваться вместе с компанией.   Условия:   Работа в крупной компании, занимающей одно из лидирующих мест на рынке Северо-Запада в сфере охранных услуг и высокотехнологичных предложений в сфере безопасности.   Официальное оформление по ТК РФ.   График работы: 5-дн. рабочая неделя.   Своевременные выплаты заработной платы (2 раза в месяц). ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,62142.857142857145,3.0,50000.0,монтажник слаботочных систем,"Преимуществом будет знание Bolid, Си-Норд, Ритм, Trassir, Gate. - Знание основного используемого оборудование на рынке охранных услуг, НПБ, СП по...","Монтаж и пусконаладочные работы ОТС, АПС, СКУД, СОТ (работы &quot;под ключ&quot;). Чтение технической и исполнительной документаций. Своевременное предоставление отчетности по...",0.4666666666666667,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Ловител,2019-12-02T15:19:25+0300," Требуется бригада монтажников с бригадиром. (  ИП ) Наличие собственного инструмента. Оплата по договору на основании единичных расценок.   Строительство сетей связи и КТВ на объекте (строящийся жилой комплекс): - штробление стен; - прокладка кабелей связи (utp, коаксиальный) - прокладка кабелей электропитания; - расшивка многопарных кабелей связи; - установка телекоммуникационных шкафов и оборудования; - организация электропитания для оборудования; - прокладка волоконно-оптических кабелей, сварка волокон и снятие рефлектограмм; - ПНР системы КТВ; - подготовка исполнительной документации.     ",Полная занятость,Полный день,Нет опыта,|Пользователь ПК|Настройка сетевых подключений|Производство строительно-монтажных работ|Прокладка кабелей,,62142.857142857145,,50588.23529411764,бригада монтажников с бригадиром по строительству слаботочных систем,Наличие собственного инструмента.,Оплата по договору на основании единичных расценок. Строительство сетей связи и КТВ на объекте (строящийся жилой комплекс): - штробление стен. - ,0.36666666666666664,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
Санкт-Петербург,Ю Онлайн,2019-11-14T15:26:52+0300," Обязанности:     Подключение новых абонентов к услугам компании (Интернет, Цифровое тв);   Монтаж кабелей связи (медных и волоконно-оптических, монтаж оборудования);   Обслуживание клиентов по сервисным заявкам – Сервисное обслуживание;   Устранение аварий на сети;      Требования (ЖЕЛАТЕЛЬНО):      Среднее (полное) общее образование;   Знание операционных систем (Windows, MacOS и т.д.);   Умение работать с электроинструментом;   Навыки общения с клиентами;   Опыт работы со слаботочными сетями;      Условия:      Работа в провайдере цифровых услуг и решений;   График работы 5/2, с 10.00 до 19.00;   Характер работы - разъездной;   Автoмобиль;   Спецодежда, инструмент;   Обучение;   ",Полная занятость,Полный день,Нет опыта,,,65000.0,,45000.0,монтажник слаботочных систем,"Среднее (полное) общее образование. Знание операционных систем (Windows, MacOS и т.д.). Умение работать с электроинструментом. Навыки общения с клиентами. ","Подключение новых абонентов к услугам компании (Интернет, Цифровое тв). Монтаж кабелей связи (медных и волоконно-оптических, монтаж оборудования). ",0.9666666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Нью Лайн Телеком,2019-11-22T14:29:21+0300," Обязанности:     Прокладка волоконно-оптического кабеля (подвес, внутрянка);   Прокладка медножильных проводов и кабелей (ТПП, UTP, ПВ3);   Монтаж систем видеонаблюдения.     Требования:     Знание принципов построения сетей передачи данных (PON, ШПД, СКС, ЛВС);   Понимание технологий строительства объектов связи;   Ответственность за достижение результата;   Дисциплинированность;   Готовность к разъездному характеру работы (СПб и Ленинградская область).     Условия:     Работа на объектах (г.СПб и Ленинградской области);   Стабильная заработная плата;   Возможность профессионального и карьерного роста;   Оплачиваемый отпуск;   Тип занятости: Полная занятость, полный день, 5/2.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,50000.0,1.0,50588.23529411764,монтажник слаботочных сетей,"Знание принципов построения сетей передачи данных (PON, ШПД, СКС, ЛВС). Понимание технологий строительства объектов связи. Ответственность за достижение результата. Дисциплинированность. ","Прокладка волоконно-оптического кабеля (подвес, внутрянка). Прокладка медножильных проводов и кабелей (ТПП, UTP, ПВ3). Монтаж систем видеонаблюдения.",0.7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,НВБС,2019-12-10T15:55:08+0300,"  АО «НВБС» – одна из крупнейших сервисных компаний России в области ИТ и Телеком – ищет кандидатов на должность монтажников. Мы помогаем войти в мир Интернета и качественного телевидения. Вакансия для тех, кто хочет и может хорошо работать и зарабатывать!     Обязанности:      Предоставление качественного клиентского сервиса;   Подключение абонентов к домашнему интернету (монтаж кабеля от шкафа оператора до квартиры клиента, настройка оборудования WiFi и приставок IPTV);   Выполнение абонентских заявок (восстановление сервиса, настройка компьютера);   Устранение аварий и выполнение плановых работ.      Требования:      Образование от среднего;   Опыт работы – не имеет значения;   Желательно знание принципов настройки клиентского оборудования (роутер, WiFi);   Приветствуется опыт работы в монтаже слаботочных систем.      Условия:      Мотивация: сдельная, возможность дополнительного заработка;   Официальное трудоустройство;   Стабильная выплата заработной платы на карту (полностью белая) :   График работы: 5/2, скользящие выходные дни;   Полная занятость, разъездной характер работы, работа рядом с домом;   Возможность профессионального развития в крупнейшей сервисной компании России в области IT и Телеком;   Оплата мобильной связи;   Фирменная спецодежда и предоставление инструмента;   Дружный коллектив.   ",Полная занятость,Полный день,Нет опыта,,,71666.66666666669,,45000.0,монтажник,"Образование от среднего. Опыт работы – не имеет значения. Желательно знание принципов настройки клиентского оборудования (роутер, WiFi). Приветствуется опыт работы в...","Предоставление качественного клиентского сервиса. Подключение абонентов к домашнему интернету (монтаж кабеля от шкафа оператора до квартиры клиента, настройка оборудования WiFi...",0.1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,ЭР-Телеком,2019-12-13T07:13:01+0300," Обязанности:     осуществление монтажных работ по подключению клиента (интернет, ЦТВ и КТВ, городская связь)   работы с электроинструментом и специализированным инструментом для подключения   ведение отчётности.     Требования:     желателен навык подключения услуг доступа в интернет и телевидения;   приветствуется опыт работы с СКС, СКУД, ОПС;   возможно без опыта работы - мы всему научим!     Условия: ​​​​​​​    официальное трудоустройство в соответствии с ТК РФ   &quot;белая&quot; своевременная оплата труда (сдельно-премиальная)   перспективы профессионального роста   бесплатное корпоративное обучение   разъездной характер работы   Ждем Вас в нашу команду профессионалов!   ",Полная занятость,Сменный график,Нет опыта,,,71666.66666666669,,40000.0,монтажник услуг связи,"Желателен навык подключения услуг доступа в интернет и телевидения. Приветствуется опыт работы с СКС, СКУД, ОПС. Возможно без опыта работы...","Осуществление монтажных работ по подключению клиента (интернет, ЦТВ и КТВ, городская связь). Работы с электроинструментом и специализированным инструментом для подключения. ",0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"МОТИВ, телекоммуникационная группа",2019-12-04T10:35:37+0300,"  Обязанности:    • Подготовка, монтаж оборудования базовых станций (БС);   • Регламентное техническое обслуживание (ТО) позиций;   • Ведение технической документации по эксплуатации и ТО позиций;   • Устранение аварийных ситуаций на БС (круглосуточно);   • Учет движения ТМЦ.        Требования:    • Образование оконченное высшее техническое/специалист в области радиосвязи;   • Уверенный пользователь ПК;   • Знание принципов построения и организации сетей связи;   • Навыки в монтаже базовых станций стандарта GSM и LTE приветствуются;   • Умение работать слесарным и электроинструментом;   • Знание технического английского языка (минимум со словарем);   • Опыт работы в области строительства или обслуживания базовых станций (приветствуется).        Условия:    • Официальное трудоустройство по ТК РФ;   • Стабильная заработная плата;   • Корпоративные скидки и скидки от партнеров Компании;   • Привлекательные акции для сотрудников Компании;   • Компенсация сотовой связи для Вас и Ваших близких;   • График работы - 5/2;   • Разъездной характер работы;   • Место работы: ул. Ветеринарная. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,43666.66666666666,монтажник оборудования связи,Образование оконченное высшее техническое/специалист в области радиосвязи. Уверенный пользователь ПК. Знание принципов построения и организации сетей связи. ,"Подготовка, монтаж оборудования базовых станций (БС). Регламентное техническое обслуживание (ТО) позиций. Ведение технической документации по эксплуатации и ТО позиций. ",0.3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"МОТИВ, телекоммуникационная группа",2019-12-09T14:30:15+0300,"  Обязанности:    • Подготовка, монтаж оборудования базовых станций (БС);   • Регламентное техническое обслуживание (ТО) позиций;   • Ведение технической документации по эксплуатации и ТО позиций;   • Устранение аварийных ситуаций на БС (круглосуточно);   • Учет движения ТМЦ.        Требования:    • Образование оконченное высшее техническое/специалист в области радиосвязи;   • Уверенный пользователь ПК;   • Знание принципов построения и организации сетей связи;   • Навыки в монтаже базовых станций стандарта GSM и LTE приветствуются;   • Умение работать слесарным и электроинструментом;   • Знание технического английского языка (минимум со словарем);   • Опыт работы в области строительства или обслуживания базовых станций (приветствуется).        Условия:    • Официальное трудоустройство по ТК РФ;   • Стабильная заработная плата;   • Корпоративные скидки и скидки от партнеров Компании;   • Привлекательные акции для сотрудников Компании;   • Компенсация сотовой связи для Вас и Ваших близких;   • График работы - 5/2;   • Разъездной характер работы;   • Место работы: ул. Ветеринарная. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,43666.66666666666,монтажник связи,Образование оконченное высшее техническое/специалист в области радиосвязи. Уверенный пользователь ПК. Знание принципов построения и организации сетей связи. ,"Подготовка, монтаж оборудования базовых станций (БС). Регламентное техническое обслуживание (ТО) позиций. Ведение технической документации по эксплуатации и ТО позиций. ",0.13333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"Принтград, ГК",2019-12-13T11:14:46+0300,"  Обязанности:        Протяжка СКС на торговом объекте       ПНР (Пуско-наладочные работы) торгового оборудования (кассы, ТСД, мобильные принтеры и т.д.)       ППР (Планово-Предупредительные Работы (проверка на работоспособность и устранение неполадок оборудования. ПК, принтера, провода и т.д.)        Требования:        Опыт монтажа ЛВС       Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом;       Желание обучаться и развиваться       Умение работать в команде       Мобильность       Пунктуальность       Желание расти и развиваться        Условия:        Работа в крупной развивающейся Компании       Трудоустройство по ТК РФ       Белая заработная плата (оклад + премия)       Оклад 20 000 + сделка от 15 000 (неограниченна, все в Ваших руках)       Обучение в процессе работы       Характер работы, разъездной       Корпоративная сотовая связь       График работы 5/2 с 9.00 до 18.00       Карьерный и профессиональный рост             ",Полная занятость,Полный день,От 1 года до 3 лет,|Монтаж локально-вычислительной сети|Настройка ПО|Настройка сетевых подключений|Техническое обслуживание|Локальные сети|Работа с локальными сетями|Настройка серверов|слаботочные системы,3.0,71666.66666666669,1.0,35000.0,монтажник скс,Опыт монтажа ЛВС. Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом. Желание обучаться и развиваться. Умение работать в команде. Мобильность. ,"Протяжка СКС на торговом объекте. ПНР (Пуско-наладочные работы) торгового оборудования (кассы, ТСД, мобильные принтеры и т.д.). ",0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Екатеринбург,Вертикаль,2019-12-06T08:12:10+0300," Компании &quot;Вертикаль&quot; требуется  Монтажники ВОЛС    Регионы производства работ: Екатеринбург и Свердловская область.    ПРОСИМ ОБРАТИТЬ ВНИМАНИЕ, ДАННАЯ РАБОТА ИМЕЕТ РАЗЪЕЗДНОЙ ХАРАКТЕР И СВЯЗАНА С ЧАСТЫМИ КОМАНДИРОВКАМИ     Обращаем Ваше внимание, собеседование проводиться в г. Екатеринбурге    Требования:     навыки монтажа и наладки оборудования связи   опыт прокладки ВОЛС   умение работать инструментом     Обязанности:     Монтаж оборудования связи:   линии ВОЛС (воздушные и в грунте)   Работа с технической документации     Условия работы:      разъездной характер работы,     командировки,    высотные работы   трудоустройство согласно ТК РФ   достойная заработная плата (рассмотрим ожидания кандидатов)   премии по завершению проекта   полный соцпакет.       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,43666.66666666666,монтажник волс,Навыки монтажа и наладки оборудования связи. Опыт прокладки ВОЛС. Умение работать инструментом.,Монтаж оборудования связи: Линии ВОЛС (воздушные и в грунте). Работа с технической документации.,0.23333333333333334,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,ЧАЗ Новый Консалтинговый Центр,2019-12-03T10:00:20+0300, Обязанности:     строительства комплекса АКМ     Требования:     опыт работы от 1-го года     Условия:     работа в Пермском крае   вахта 60/30 или 45/15 на выбор   жилье и спец.одежду предоставляем бесплатно   медосмотр за счет организации   выплата суточных 1500 руб- еженедельно ( в з/п не входят)   выплата з/п стабильно   трудоустройство по ТК РФ   ,Полная занятость,Вахтовый метод,От 1 года до 3 лет,|Пользователь ПК|Управление временем,3.0,71666.66666666669,1.0,70000.0,монтажник жбк,Опыт работы от 1-го года.,Строительства комплекса АКМ.,0.3333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Екатеринбург,Вертикаль,2019-12-06T08:12:10+0300," Компании &quot;Вертикаль&quot; требуется Монтажники объектов связи , АФУ, линий ВОЛС и т.д.,   Регионы производства работ: УРФО В Т.Ч. ЕКБ, Челябинск, Сургут, Ноябрьск, Новый Уренгой, Тюмень, Курган, ХМАО, ЯНАО.    ПРОСИМ ОБРАТИТЬ ВНИМАНИЕ, ДАННАЯ РАБОТА ИМЕЕТ РАЗЪЕЗДНОЙ ХАРАКТЕР И СВЯЗАНА С ЧАСТЫМИ И ДЛИТЕЛЬНЫМИ КОМАНДИРОВКАМИ     Обращаем Ваше внимание, собеседование проводиться в г. Екатеринбурге    Требования:     знания в области телекоммуникаций,   навыки монтажа и наладки оборудования связи   возможно без опыта, обучение в процессе производства работ   умение работать инструментом     Обязанности:     Монтаж оборудования связи:   оборудование транспортной сети (радиорелейное оборудование, pmp),   оборудование базовых станций сотовой связи (АФУ, базовые стойки),   сетевое оборудование (коммутационное оборудование, сети передачи данных),   линии ВОЛС (воздушные и в грунте)   электрооборудование (стойки питания, распределительные щиты).   Пуско-наладка и эксплуатационная поддержка телекоммуникационного оборудования   Работа с технической документации         Условия работы:      разъездной характер работы,     командировки,    высотные работы   трудоустройство согласно ТК РФ   достойная заработная плата (рассмотрим ожидания кандидатов)   премии по завершению проекта   полный соцпакет.       ",Полная занятость,Полный день,Нет опыта,,,71666.66666666669,,43666.66666666666,монтажник объектов связи,"Знания в области телекоммуникаций. Навыки монтажа и наладки оборудования связи. Возможно без опыта, обучение в процессе производства работ. ","Монтаж оборудования связи: Оборудование транспортной сети (радиорелейное оборудование, pmp). Оборудование базовых станций сотовой связи (АФУ, базовые стойки). Сетевое оборудование (коммутационное...",0.23333333333333334,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
