city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,активные продажи,деловое общение,работа в команде,обучение и развитие,навыки продаж,грамотная речь,пользователь пк,продажа страховых продуктов,прямые продажи,розничная торговля,other
Москва,Связной,2019-12-02T09:51:30+0300," Ты заряжен энергией и хочешь превратить ее в деньги?   Приходи работать к нам!        У нас есть все для успешного старта твоей карьеры:      Бесплатное корпоративное обучение   Стипендия на начальном этапе   Неограниченная премия по результатам работы   Работа для опытных и для новичков   Лучшие мотивации с возможностью поездок по всему миру   Скидки на товар и авиабилеты   Гибкий рабочий график   Белая зарплата и оформление по ТК РФ   Возможность быстрого карьерного роста   Льготное кредитование для сотрудников у банков-партнеров          С нами ты будешь:      Помогать клиентам в выборе лучших технических новинок   Продавать товары и услуги   Подключать к операторам связи и интернет-провайдерам   Общаться с большим количеством людей и находить друзей          Рады сотрудничать, если:      Хочешь работать в команде, увлеченной своим делом   Готов учиться и развиваться   Тебе нравятся гаджеты, продажи и общение   У тебя грамотная речь и позитивное отношение к людям         Наша команда поможет тебе стать лучшим продавцом!   Присоединяйся!         ",Полная занятость,Полный день,Нет опыта,,,88125.0,,50000.0,продавец консультант,"Хочешь работать в команде, увлеченной своим делом. Готов учиться и развиваться. Тебе нравятся гаджеты, продажи и общение. У тебя грамотная...",Помогать клиентам в выборе лучших технических новинок. Продавать товары и услуги. Подключать к операторам связи и интернет-провайдерам. ,0.36666666666666664,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Связной,2019-12-10T10:30:06+0300," Ты заряжен энергией и хочешь превратить ее в деньги?   Приходи работать к нам!        У нас есть все для успешного старта твоей карьеры:      Бесплатное корпоративное обучение   Стипендия на начальном этапе   Неограниченная премия по результатам работы   Работа для опытных и для новичков   Лучшие мотивации с возможностью поездок по всему миру   Скидки на товар и авиабилеты   Гибкий рабочий график   Белая зарплата и оформление по ТК РФ   Возможность быстрого карьерного роста   Льготное кредитование для сотрудников у банков-партнеров          С нами ты будешь:      Помогать клиентам в выборе лучших технических новинок   Продавать товары и услуги   Подключать к операторам связи и интернет-провайдерам   Общаться с большим количеством людей и находить друзей          Рады сотрудничать, если:      Хочешь работать в команде, увлеченной своим делом   Готов учиться и развиваться   Тебе нравятся гаджеты, продажи и общение   У тебя грамотная речь и позитивное отношение к людям         Наша команда поможет тебе стать лучшим продавцом!   Присоединяйся! ",Полная занятость,Полный день,Нет опыта,,,88125.0,,50000.0,продавец консультант,"Хочешь работать в команде, увлеченной своим делом. Готов учиться и развиваться. Тебе нравятся гаджеты, продажи и общение. У тебя грамотная...",Помогать клиентам в выборе лучших технических новинок. Продавать товары и услуги. Подключать к операторам связи и интернет-провайдерам. ,0.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Билайн,2019-12-11T13:51:22+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   · Удобное место и график работы (2/2) или (5/2, плавающие выходные, 2 варианта смен в день)    Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline  ",Полная занятость,Полный день,Нет опыта,,,100000.0,,45000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.06666666666666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Связной,2019-12-10T10:30:06+0300," Ты заряжен энергией и хочешь превратить ее в деньги?   Приходи работать к нам!        У нас есть все для успешного старта твоей карьеры:      Бесплатное корпоративное обучение   Стипендия на начальном этапе   Неограниченная премия по результатам работы   Работа для опытных и для новичков   Лучшие мотивации с возможностью поездок по всему миру   Скидки на товар и авиабилеты   Гибкий рабочий график   Белая зарплата и оформление по ТК РФ   Возможность быстрого карьерного роста   Льготное кредитование для сотрудников у банков-партнеров          С нами ты будешь:      Помогать клиентам в выборе лучших технических новинок   Продавать товары и услуги   Подключать к операторам связи и интернет-провайдерам   Общаться с большим количеством людей и находить друзей          Рады сотрудничать, если:      Хочешь работать в команде, увлеченной своим делом   Готов учиться и развиваться   Тебе нравятся гаджеты, продажи и общение   У тебя грамотная речь и позитивное отношение к людям         Наша команда поможет тебе стать лучшим продавцом!   Присоединяйся! ",Полная занятость,Полный день,Нет опыта,,,88125.0,,50000.0,продавец консультант,"Хочешь работать в команде, увлеченной своим делом. Готов учиться и развиваться. Тебе нравятся гаджеты, продажи и общение. У тебя грамотная...",Помогать клиентам в выборе лучших технических новинок. Продавать товары и услуги. Подключать к операторам связи и интернет-провайдерам. ,0.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Билайн,2019-12-12T14:07:24+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   · Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день, график 2/2)        Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline  ",Полная занятость,Полный день,Нет опыта,,,100000.0,,45000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.03333333333333333,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Сеть магазинов цифровой и бытовой техники DNS,2019-11-29T09:11:26+0300,"  Обязанности:     Федеральная сеть цифровой и бытовой техники приглашает на вакансию продавца-консультанта, в обязанности которого входит:      Продажа компьютерной, цифровой и бытовой техники;   Консультирование клиентов по интересующим вопросам;   Активное участие в жизнедеятельности магазина;   Развитие и поддержание долгосрочных отношений с клиентами;      Требования:      Внимательность, доброжелательность, грамотная речь, активность.   Предпочтительно знание цифровой и бытовой техники.   Будет плюсом наличие опыта работы в сфере продаж;          РАССМАТРИВАЕМ КАНДИДАТОВ БЕЗ ОПЫТА РАБОТЫ!     Главное – это Ваше желание работать и развиваться.     Амбициозность приветствуется     Условия:      Корпоративное обучение за счет Компании;   Команда единомышленников, живущих в стиле digital;   Возможность карьерного роста. Мы готовы вкладываться в перспективных сотрудников;   Официальное трудоустройство с 1-го дня работы, зарплата полностью «белая» и вовремя;   Плавающий график работы (4/2,4/3);   Социальный пакет (больничные листы, отпуск, переработки, командировки оплачиваются);   Возможность приобретения товара со скидкой.     НЕ УПУСТИ СВОЙ ШАНС СТАТЬ УПРАВЛЯЮЩИМ МАГАЗИНА! ",Полная занятость,Гибкий график,Нет опыта,,,50000.0,,30000.0,продавец консультант,"Внимательность, доброжелательность, грамотная речь, активность. Предпочтительно знание цифровой и бытовой техники. Будет плюсом наличие опыта работы в сфере продаж.","Продажа компьютерной, цифровой и бытовой техники. Консультирование клиентов по интересующим вопросам. Активное участие в жизнедеятельности магазина. Развитие и поддержание долгосрочных...",0.4666666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Сеть магазинов цифровой и бытовой техники DNS,2019-12-11T15:33:52+0300,"  Федеральная сеть магазинов цифровой и бытовой техники DNS ищет в команду профессиональных продавцов         Мы предлагаем:        - работу в известной стабильной компании с 20-ти летней историей;   - белую заработную плату;   - возможность первыми знакомиться с новинками цифровой и бытовой техники;   - перспективы карьерного роста за 6 месяцев;   - обучение и профессиональное развитие;   - понимающего руководителя;   - прозрачные процессы и справедливое вознаграждение;   - работу рядом с домом;        Что предстоит делать:        - профессионально консультировать Клиентов без навязывания;   - принимать активное участие в жизни магазина (поддерживать крутой вид и качественный сервис);        Что ждем:        - желание расти и развиваться вместе с компанией;   - стремление помогать Клиентам делать лучший выбор;   - если нет опыта, готовность его приобретать;   - ответственность и дисциплинированность;         DNS – компания, в которой хорошо. Мы уже меняем мир к лучшему, присоединяйся!             За подробной информацией обращайтесь по телефону / WhatsApp / Telegram ",Полная занятость,Полный день,Нет опыта,|Прямые продажи|Розничная торговля|Работа в команде,,50000.0,,30000.0,продавец консультант,"желание расти и развиваться вместе с компанией. - стремление помогать Клиентам делать лучший выбор. - если нет опыта, готовность его приобретать. - ",профессионально консультировать Клиентов без навязывания. - принимать активное участие в жизни магазина (поддерживать крутой вид и качественный сервис).,0.06666666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
Санкт-Петербург,Билайн,2019-12-11T14:51:18+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   · Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)    Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.     В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline  ",Полная занятость,Полный день,Нет опыта,,,105000.0,,45000.0,продавец,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.06666666666666667,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Билайн,2019-12-11T16:38:26+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!     Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline      ",Полная занятость,Полный день,Нет опыта,,,105000.0,,45000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.06666666666666667,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Билайн,2019-12-04T17:58:04+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!     Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline      ",Полная занятость,Полный день,Нет опыта,,,105000.0,,45000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Коннект-Групп,2019-12-13T10:33:03+0300," ВСТАВАЙ НА СТОРОНУ ЖЕЛТЫХ и черных!  Франшиза Билайна работает не покладая рук, открывает салоны, помогает компании развиваться во все стороны. В связи с этим приглашаем на работу продавцов-консультантов офисов обслуживания.  Мы ценим людей и даем как уверенный старт в сфере сотовой связи, так и предлагаем быстрое продвижение по карьерной лестнице.   Условия для работы радуют:      Официальное трудоустройство по трудовой с первого дня работы;   Удобный сменный график (5/2, 2/2, 3/3);   Конкурентоспособная заработная плата (оклад+премии);   Удобное месторасположение салона (в здании метро Академическая);   Коллеги, всегда готовые оказать поддержку и помощь;   Бесплатная мобильная связь      Что нужно делать:      Общаться с клиентами - вам придется отвечать на вопросы и помогать в выборе современных гаджетов и удобных тарифных планов для безграничного общения (да-да, Вы станете настоящим профессионалом в вопросах связи);;   Выполнять намеченные цели для достижения результатов офиса;   Составлять отчетности в корпоративной программе       Ожидаем от Вас:      Прошлый опыт работы в &quot;Билайне&quot; будет являться бо-о-о-ольшим преимуществом ;    Грамотная речь, коммуникабельность;   Быстрая обучаемость;   Нацеленность на результат.       ЗВОНИТЕ СЕЙЧАС И ПРИСЫЛАЙТЕ РЕЗЮМЕ, собеседования проводятся каждый день=).      ",Полная занятость,Сменный график,Нет опыта,|Обслуживание покупателей|Клиентоориентированность|Навыки межличностного общения|Умение работать в команде|Ориентация на результат|Работа с жалобами клиентов|Ориентация на клиента|Мобильность|Планирование карьеры|Грамотная речь|Деловое общение|Пользователь ПК|Работа в команде|Грамотность,,70000.0,,35000.0,продавец консультант салона связи билайн,"Прошлый опыт работы в &quot;Билайне&quot; будет являться бо-о-о-ольшим преимуществом. Грамотная речь, коммуникабельность. Быстрая обучаемость. Нацеленность на результат.",Выполнять намеченные цели для достижения результатов офиса. Составлять отчетности в корпоративной программе.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
Санкт-Петербург,Билайн,2019-12-13T14:42:26+0300," Ты наш человек, если понятия «честность», «открытость» и «добросовестность» для тебя важны, и ты готов соответствовать высоким стандартам деловой этики и корпоративной культуры: соблюдать Кодекс поведения, политики и процедуры Компании. Мы сработаемся, если наши ценности - «люблю клиента», «работаю в команде», «отвечаю за бизнес-результат», «создаю будущее» и «честен и открыт» - близки тебе!!    Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?   Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   Хочешь знать, как это – приходить на работу с удовольствием?   Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.   Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   Возможность отлично зарабатывать: гарантированный оклад + премия !   Полностью официальное оформление и выплаты.   Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   Удобное место и график работы (5/2 c плавающими выходными)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.          Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, будет круто!   ",Полная занятость,Полный день,Нет опыта,,,105000.0,,45000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:",Без обязанностей,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Общий центр обслуживания Пикта,2019-12-13T15:00:03+0300," Крупнейшая телекоммуникационная Компания МегаФон Ритейл приглашает на работу на вакансию Специалиста офиса продаж и обслуживания в Салоны связи МегаФон!    Какие задачи необходимо решать:      Продавать мобильные устройства (смартфоны, планшеты, телефоны и другие устройства), аксессуары   Консультировать клиентов   Подключать и обслуживать абонентов «МегаФон»   Решать организационные вопросы (открытие, закрытие салона, поддержание чистоты в салоне)      Для решения этих задач требуется:      Высокие коммуникативные навыки   Клиентоориентированность   Целеустремленность   Опыт работы в продажах желателен   Знание ПК (word/excel)   Желание работать в режиме многозадачности      Мы предлагаем:      Официальное трудоустройство   Фиксированный оклад + ежемесячная премия   Гибкий график работы (5/2 с плавающими выходными)   Корпоративную мобильную связь   ДМС   Корпоративное обучение и тренинги   Возможность карьерного и профессионально роста      Откликайся!  ",Полная занятость,Полный день,Нет опыта,,,59000.0,,35000.0,"продавец консультант салона связи ""мегафон""",Высокие коммуникативные навыки. Клиентоориентированность. Целеустремленность. Опыт работы в продажах желателен. Знание ПК (word/excel). Желание работать в режиме многозадачности.,"Продавать мобильные устройства (смартфоны, планшеты, телефоны и другие устройства), аксессуары. Консультировать клиентов. Подключать и обслуживать абонентов «МегаФон». Решать организационные вопросы...",0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,ANCOR Consumer Goods,2019-12-09T12:10:40+0300," Открыта вакансия продавца-консультанта на бренд аудио и видео техники  крупной    международной    компании .    Обязанности:      Выполнение плана продаж;   Консультирование покупателей по техническим характеристикам продаваемой техники, мотивирование на покупку;   Обеспечение постоянного наличия продукта на полке и в накопителях в соответствии с утвержденной продуктовой матрицей в торговой точке;   Ведение ежедневной/еженедельной/ежемесячной отчетности;   Установление и поддержание, долгосрочные деловых связей с администрацией торгового зала и персоналом торговой точки.      Требования:      Опыт работы в продажах КБТ/МБТ/АВ/моб. ритейл обязателен;   Хорошие презентационные навыки;   Ответственность;   Активная жизненная позиция, желание расти и развиваться.      Условия:      Конкурентоспособная заработная плата от (оклад + бонусы + cash back);   Работа в крупнейших торговых сетях (Эльдорадо, М-Видео, ДНС и др. региональные сети);   График работы 8 часов+1 час обеда,5 дней в неделю (среда – воскресенье) с 12.00 до 20.00   Оформление по ТК РФ (оплата отпуска, больничных листов);   Каждый успешный кандидат проходит бесплатное обучение по продукту и необходимым навыкам;   Отличные перспективы профессионального, карьерного и личностного роста.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,59750.0,1.0,50000.0,продавец консультант,"Опыт работы в продажах КБТ/МБТ/АВ/моб. ритейл обязателен. Хорошие презентационные навыки. Ответственность. Активная жизненная позиция, желание расти и...","Выполнение плана продаж. Консультирование покупателей по техническим характеристикам продаваемой техники, мотивирование на покупку. Обеспечение постоянного наличия продукта на полке и...",0.13333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Билайн,2019-12-12T11:42:16+0300," Ты наш человек, если понятия «честность», «открытость» и «добросовестность» для тебя важны, и ты готов соответствовать высоким стандартам деловой этики и корпоративной культуры: соблюдать Кодекс поведения, политики и процедуры Компании. Мы сработаемся, если наши ценности - «люблю клиента», «работаю в команде», «отвечаю за бизнес-результат», «создаю будущее» и «честен и открыт» - близки тебе!!    Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?   Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   Хочешь знать, как это – приходить на работу с удовольствием?   Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.   Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   Возможность отлично зарабатывать: гарантированный оклад + бонус   Полностью официальное оформление и выплаты.   Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.          Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, будет круто!  ",Полная занятость,Полный день,Нет опыта,,,60000.0,,40000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:",Без обязанностей,0.03333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
