,min-salary,max-salary
129,75757.84313725491,124128.20512820511
130,50000.0,124128.20512820511
131,75757.84313725491,124128.20512820511
132,60000.0,80000.0
133,100000.0,130000.0
134,75757.84313725491,124128.20512820511
135,75757.84313725491,124128.20512820511
136,75757.84313725491,124128.20512820511
137,75757.84313725491,124128.20512820511
138,75757.84313725491,124128.20512820511
139,80000.0,124128.20512820511
140,75757.84313725491,124128.20512820511
141,75757.84313725491,124128.20512820511
142,40000.0,124128.20512820511
143,75757.84313725491,124128.20512820511
144,133197.2540045767,124128.20512820511
145,75757.84313725491,124128.20512820511
146,75757.84313725491,124128.20512820511
147,65000.0,201989.58333333328
148,75757.84313725491,124128.20512820511
149,120000.0,200000.0
150,100000.0,120000.0
151,75757.84313725491,124128.20512820511
152,75757.84313725491,124128.20512820511
153,75757.84313725491,124128.20512820511
154,75757.84313725491,124128.20512820511
155,75757.84313725491,124128.20512820511
156,75757.84313725491,124128.20512820511
157,40000.0,60000.0
158,75757.84313725491,124128.20512820511
159,55000.0,124128.20512820511
160,75757.84313725491,124128.20512820511
161,80000.0,124128.20512820511
162,75757.84313725491,124128.20512820511
163,75757.84313725491,124128.20512820511
164,75757.84313725491,124128.20512820511
165,75757.84313725491,124128.20512820511
166,75757.84313725491,124128.20512820511
167,75757.84313725491,124128.20512820511
168,75757.84313725491,124128.20512820511
169,75757.84313725491,124128.20512820511
170,75757.84313725491,124128.20512820511
171,20000.0,30000.0
172,75757.84313725491,124128.20512820511
173,75757.84313725491,124128.20512820511
174,75757.84313725491,85000.0
175,40000.0,50000.0
176,75757.84313725491,124128.20512820511
177,75757.84313725491,124128.20512820511
178,75757.84313725491,100000.0
179,75757.84313725491,124128.20512820511
180,75757.84313725491,200000.0
181,75757.84313725491,124128.20512820511
182,75757.84313725491,124128.20512820511
183,75757.84313725491,124128.20512820511
184,75757.84313725491,124128.20512820511
185,75757.84313725491,124128.20512820511
186,75757.84313725491,124128.20512820511
187,75757.84313725491,124128.20512820511
188,50000.0,124128.20512820511
189,75757.84313725491,124128.20512820511
190,75757.84313725491,124128.20512820511
191,75757.84313725491,55000.0
192,20000.0,35000.0
193,75757.84313725491,124128.20512820511
194,75757.84313725491,124128.20512820511
195,75757.84313725491,124128.20512820511
196,75757.84313725491,124128.20512820511
197,75757.84313725491,124128.20512820511
198,75757.84313725491,124128.20512820511
199,25000.0,124128.20512820511
200,75757.84313725491,124128.20512820511
201,75757.84313725491,124128.20512820511
202,75757.84313725491,124128.20512820511
203,75757.84313725491,124128.20512820511
204,50000.0,64230.43478260869
205,51779.66101694915,64230.43478260869
206,50000.0,64230.43478260869
207,51779.66101694915,64230.43478260869
208,51779.66101694915,64230.43478260869
209,51779.66101694915,64230.43478260869
210,35000.0,55000.0
211,40000.0,80000.0
212,51779.66101694915,64230.43478260869
213,51779.66101694915,64230.43478260869
214,51779.66101694915,64230.43478260869
215,51779.66101694915,40000.0
216,100000.0,64230.43478260869
217,51779.66101694915,77000.0
218,51779.66101694915,64230.43478260869
219,51779.66101694915,64230.43478260869
220,51779.66101694915,64230.43478260869
221,45000.0,50000.0
222,51779.66101694915,64230.43478260869
223,50000.0,90000.0
224,60000.0,78000.0
225,51779.66101694915,64230.43478260869
226,51779.66101694915,64230.43478260869
227,51779.66101694915,64230.43478260869
228,133197.2540045767,64230.43478260869
229,70000.0,64230.43478260869
230,51779.66101694915,64230.43478260869
231,51779.66101694915,64230.43478260869
232,51779.66101694915,120000.0
233,51779.66101694915,64230.43478260869
234,51779.66101694915,64230.43478260869
235,51779.66101694915,64230.43478260869
236,51779.66101694915,64230.43478260869
237,51779.66101694915,64230.43478260869
238,35000.0,64230.43478260869
239,40000.0,45000.0
240,51779.66101694915,64230.43478260869
241,51779.66101694915,64230.43478260869
242,51779.66101694915,64230.43478260869
243,100000.0,64230.43478260869
244,51779.66101694915,64230.43478260869
245,51779.66101694915,64230.43478260869
246,35000.0,64230.43478260869
247,51779.66101694915,64230.43478260869
248,51779.66101694915,64230.43478260869
249,51779.66101694915,64230.43478260869
250,51779.66101694915,64230.43478260869
251,30000.0,60000.0
252,51779.66101694915,64230.43478260869
253,51779.66101694915,64230.43478260869
254,51779.66101694915,64230.43478260869
255,50000.0,74000.0
256,51779.66101694915,64230.43478260869
257,51779.66101694915,64230.43478260869
258,25000.0,45000.0
259,51779.66101694915,64230.43478260869
260,51779.66101694915,52000.0
261,51779.66101694915,64230.43478260869
262,51779.66101694915,64230.43478260869
263,51779.66101694915,64230.43478260869
264,60000.0,140000.0
265,51779.66101694915,64230.43478260869
266,25000.0,64230.43478260869
267,30000.0,30000.0
268,25000.0,32000.0
269,42000.0,50000.0
270,30000.0,64230.43478260869
271,51779.66101694915,64230.43478260869
272,51779.66101694915,64230.43478260869
273,51779.66101694915,64230.43478260869
274,51779.66101694915,64230.43478260869
275,35000.0,40000.0
276,40000.0,64230.43478260869
277,51779.66101694915,64230.43478260869
278,51779.66101694915,30000.0
279,51779.66101694915,64230.43478260869
280,51779.66101694915,64230.43478260869
281,40000.0,60000.0
282,35000.0,64230.43478260869
283,51779.66101694915,64230.43478260869
284,51779.66101694915,45000.0
285,51779.66101694915,64230.43478260869
286,51779.66101694915,64230.43478260869
287,51779.66101694915,64230.43478260869
288,51779.66101694915,64230.43478260869
289,51779.66101694915,64230.43478260869
290,51779.66101694915,64230.43478260869
291,51779.66101694915,64230.43478260869
292,51779.66101694915,64230.43478260869
293,51779.66101694915,64230.43478260869
294,51779.66101694915,64230.43478260869
295,51779.66101694915,64230.43478260869
296,40000.0,60000.0
297,45000.0,64230.43478260869
298,20000.0,30000.0
299,35000.0,64230.43478260869
300,51779.66101694915,64230.43478260869
301,35000.0,40000.0
302,51779.66101694915,64230.43478260869
303,51779.66101694915,40000.0
304,23000.0,23000.0
305,51779.66101694915,64230.43478260869
306,51779.66101694915,64230.43478260869
307,51779.66101694915,64230.43478260869
308,51779.66101694915,64230.43478260869
309,51779.66101694915,64230.43478260869
310,51779.66101694915,64230.43478260869
311,51779.66101694915,64230.43478260869
312,51779.66101694915,64230.43478260869
313,51779.66101694915,45000.0
314,51779.66101694915,64230.43478260869
315,51779.66101694915,64230.43478260869
316,51779.66101694915,64230.43478260869
317,51779.66101694915,64230.43478260869
318,51779.66101694915,64230.43478260869
319,51779.66101694915,64230.43478260869
320,51779.66101694915,64230.43478260869
321,51779.66101694915,64230.43478260869
322,35000.0,45000.0
323,40000.0,80000.0
324,51779.66101694915,64230.43478260869
325,51779.66101694915,64230.43478260869
326,51779.66101694915,64230.43478260869
327,51779.66101694915,38000.0
328,51779.66101694915,40000.0
329,45000.0,50000.0
330,51779.66101694915,64230.43478260869
331,110000.0,64230.43478260869
332,51779.66101694915,64230.43478260869
333,51779.66101694915,64230.43478260869
334,51779.66101694915,64230.43478260869
335,130000.0,150000.0
336,53000.0,60000.0
337,51779.66101694915,64230.43478260869
338,50000.0,84600.0
339,51779.66101694915,64230.43478260869
340,51779.66101694915,64230.43478260869
341,51779.66101694915,64230.43478260869
342,51779.66101694915,64230.43478260869
343,30000.0,64230.43478260869
344,45000.0,70000.0
345,51779.66101694915,64230.43478260869
346,60000.0,64230.43478260869
347,51779.66101694915,64230.43478260869
348,51779.66101694915,64230.43478260869
349,51779.66101694915,64230.43478260869
350,51779.66101694915,64230.43478260869
351,51779.66101694915,64230.43478260869
352,60000.0,64230.43478260869
353,51779.66101694915,64230.43478260869
354,51779.66101694915,64230.43478260869
355,51779.66101694915,64230.43478260869
356,51779.66101694915,64230.43478260869
357,51779.66101694915,64230.43478260869
358,20000.0,40000.0
359,51779.66101694915,64230.43478260869
360,51779.66101694915,64230.43478260869
361,51779.66101694915,64230.43478260869
362,51779.66101694915,64230.43478260869
363,51779.66101694915,64230.43478260869
364,45000.0,105000.0
365,51779.66101694915,64230.43478260869
366,51779.66101694915,64230.43478260869
367,51779.66101694915,64230.43478260869
368,51779.66101694915,64230.43478260869
369,50000.0,100000.0
370,50000.0,64230.43478260869
371,51779.66101694915,64230.43478260869
372,51779.66101694915,64230.43478260869
373,51779.66101694915,64230.43478260869
374,51779.66101694915,64230.43478260869
375,51779.66101694915,64230.43478260869
376,51779.66101694915,64230.43478260869
377,51779.66101694915,60000.0
378,40000.0,64230.43478260869
379,40000.0,90000.0
380,51779.66101694915,64230.43478260869
381,50000.0,90000.0
382,51779.66101694915,64230.43478260869
383,50000.0,80000.0
384,51779.66101694915,64230.43478260869
385,53000.0,53000.0
386,47000.0,64230.43478260869
387,133197.2540045767,64230.43478260869
388,51779.66101694915,68000.0
389,51779.66101694915,64230.43478260869
390,2000.0,64230.43478260869
391,25000.0,64230.43478260869
392,133197.2540045767,64230.43478260869
393,100000.0,120000.0
394,48361.111111111124,59475.0
395,48361.111111111124,50000.0
396,500.0,1500.0
397,133197.2540045767,59475.0
398,45000.0,59475.0
399,133197.2540045767,59475.0
400,40000.0,59475.0
401,48361.111111111124,59475.0
402,48361.111111111124,59475.0
403,48361.111111111124,59475.0
404,48361.111111111124,59475.0
405,48361.111111111124,59475.0
406,35000.0,65000.0
407,48361.111111111124,30000.0
408,49000.0,69000.0
409,35000.0,40000.0
410,40000.0,59475.0
411,48361.111111111124,59475.0
412,48361.111111111124,59475.0
413,50000.0,80000.0
414,48361.111111111124,59475.0
415,45000.0,59475.0
416,32000.0,59475.0
417,48361.111111111124,59475.0
418,48361.111111111124,59475.0
419,48361.111111111124,59475.0
420,48361.111111111124,59475.0
421,48361.111111111124,59475.0
422,48361.111111111124,59475.0
423,48361.111111111124,59475.0
424,48361.111111111124,59475.0
425,50000.0,59475.0
426,48361.111111111124,59475.0
427,18000.0,28000.0
428,48361.111111111124,59475.0
429,48361.111111111124,35000.0
430,48361.111111111124,59475.0
431,48361.111111111124,59475.0
432,25000.0,30000.0
433,48361.111111111124,59475.0
434,35000.0,59475.0
435,48361.111111111124,59475.0
436,48361.111111111124,59475.0
437,48361.111111111124,59475.0
438,120000.0,180000.0
439,48361.111111111124,59475.0
440,25000.0,35000.0
441,45000.0,70000.0
442,133197.2540045767,59475.0
443,48361.111111111124,59475.0
444,48361.111111111124,59475.0
445,48361.111111111124,59475.0
446,48361.111111111124,59475.0
447,35000.0,59475.0
448,30000.0,30000.0
449,60000.0,59475.0
450,55000.0,59475.0
451,48361.111111111124,59475.0
452,48361.111111111124,59475.0
453,48361.111111111124,42000.0
454,30000.0,59475.0
455,23000.0,30000.0
456,48361.111111111124,26000.0
457,40000.0,59475.0
458,40000.0,45000.0
459,35000.0,59475.0
460,39100.0,59475.0
461,48361.111111111124,59475.0
462,48361.111111111124,59475.0
463,40000.0,60000.0
464,133197.2540045767,200000.0
465,48361.111111111124,59475.0
466,48361.111111111124,59475.0
467,48361.111111111124,59475.0
468,70000.0,120000.0
469,48361.111111111124,59475.0
470,70000.0,59475.0
471,48361.111111111124,59475.0
472,48361.111111111124,59475.0
473,33300.0,38500.0
474,45000.0,75000.0
475,48361.111111111124,40000.0
476,30000.0,30000.0
477,48361.111111111124,59475.0
478,48361.111111111124,59475.0
479,48361.111111111124,59475.0
480,48361.111111111124,59475.0
481,48361.111111111124,59475.0
482,48361.111111111124,59475.0
483,48361.111111111124,59475.0
484,50000.0,59475.0
485,48361.111111111124,59475.0
486,130000.0,201989.58333333328
487,48361.111111111124,59475.0
488,48361.111111111124,59475.0
489,48361.111111111124,59475.0
490,60000.0,59475.0
491,31000.0,40000.0
492,48361.111111111124,45000.0
493,48361.111111111124,59475.0
494,20000.0,59475.0
495,65000.0,75000.0
496,30000.0,30000.0
497,48361.111111111124,59475.0
498,55000.0,59475.0
499,35000.0,40000.0
500,48361.111111111124,59475.0
501,50000.0,59475.0
502,15000.0,59475.0
503,48361.111111111124,59475.0
504,53000.0,59475.0
505,30000.0,59475.0
506,48361.111111111124,59475.0
507,80000.0,59475.0
508,48361.111111111124,59475.0
509,48361.111111111124,59475.0
510,50000.0,79000.0
511,48361.111111111124,59475.0
512,48361.111111111124,130000.0
513,18000.0,28000.0
514,30000.0,59475.0
515,48361.111111111124,59475.0
516,45000.0,59475.0
517,25000.0,59475.0
518,70000.0,59475.0
519,48361.111111111124,59475.0
520,35000.0,38000.0
521,48361.111111111124,59475.0
522,48361.111111111124,25800.0
523,75000.0,59475.0
524,75000.0,80000.0
525,48361.111111111124,59475.0
526,48361.111111111124,59475.0
527,31000.0,40000.0
528,48361.111111111124,59475.0
529,25000.0,40000.0
530,48361.111111111124,59475.0
531,48361.111111111124,59475.0
532,40000.0,80000.0
533,50000.0,59475.0
534,48361.111111111124,59475.0
535,48361.111111111124,59475.0
536,48361.111111111124,59475.0
537,40000.0,65000.0
538,48361.111111111124,59475.0
539,48361.111111111124,59475.0
540,75000.0,59475.0
541,75000.0,59475.0
542,48361.111111111124,59475.0
543,48361.111111111124,59475.0
544,33600.0,59475.0
545,75000.0,59475.0
546,30000.0,59475.0
547,40000.0,59475.0
548,48361.111111111124,59475.0
549,85000.0,59475.0
550,35000.0,50000.0
551,48361.111111111124,59475.0
552,48361.111111111124,59475.0
553,50000.0,59475.0
554,48361.111111111124,35000.0
555,48361.111111111124,59475.0
556,48361.111111111124,59475.0
557,48361.111111111124,59475.0
558,30000.0,40000.0
559,48361.111111111124,59475.0
560,50000.0,59475.0
561,48361.111111111124,59475.0
562,13000.0,35000.0
563,20000.0,23000.0
564,40000.0,60000.0
565,48361.111111111124,59475.0
566,48361.111111111124,59475.0
567,48361.111111111124,59475.0
568,45000.0,50000.0
569,60000.0,59475.0
570,35000.0,59475.0
571,28000.0,59475.0
572,20000.0,25000.0
573,35000.0,39375.0
574,40000.0,59475.0
575,48361.111111111124,59475.0
576,50000.0,59475.0
577,48361.111111111124,35000.0
578,48361.111111111124,59475.0
579,48361.111111111124,59475.0
580,48361.111111111124,59475.0
581,48361.111111111124,59475.0
582,48361.111111111124,59475.0
583,48361.111111111124,59475.0
584,48361.111111111124,59475.0
585,40000.0,44000.0
586,25000.0,30000.0
587,48361.111111111124,59475.0
588,48361.111111111124,59475.0
589,35000.0,59475.0
590,48361.111111111124,59475.0
591,48361.111111111124,59475.0
592,48361.111111111124,59475.0
593,42836.58536585367,63786.66666666666
594,42836.58536585367,63786.66666666666
595,42836.58536585367,63786.66666666666
596,42836.58536585367,63786.66666666666
597,42836.58536585367,63786.66666666666
598,500.0,1500.0
599,42836.58536585367,63786.66666666666
600,37000.0,49000.0
601,30000.0,63786.66666666666
602,42836.58536585367,63786.66666666666
603,42836.58536585367,63786.66666666666
604,36000.0,40000.0
605,30000.0,70000.0
606,42836.58536585367,63786.66666666666
607,42836.58536585367,63786.66666666666
608,33000.0,61000.0
609,42836.58536585367,63786.66666666666
610,20000.0,30000.0
611,20000.0,100000.0
612,32300.0,35300.0
613,29000.0,44000.0
614,30500.0,60500.0
615,20000.0,63786.66666666666
616,15000.0,70000.0
617,42836.58536585367,63786.66666666666
618,42836.58536585367,63786.66666666666
619,42836.58536585367,63786.66666666666
620,45000.0,100000.0
621,25000.0,63786.66666666666
622,42836.58536585367,63786.66666666666
623,30000.0,71000.0
624,45000.0,70000.0
625,42836.58536585367,26100.0
626,25000.0,63786.66666666666
627,42836.58536585367,63786.66666666666
628,42836.58536585367,63786.66666666666
629,42836.58536585367,63786.66666666666
630,25000.0,63786.66666666666
631,50000.0,63786.66666666666
632,30000.0,71000.0
633,42836.58536585367,63786.66666666666
634,30000.0,71000.0
635,42836.58536585367,63786.66666666666
636,25000.0,63786.66666666666
637,35000.0,35000.0
638,34000.0,63786.66666666666
639,42836.58536585367,63786.66666666666
640,42836.58536585367,63786.66666666666
641,133197.2540045767,201989.58333333328
642,42836.58536585367,63786.66666666666
643,26000.0,63786.66666666666
644,30000.0,70000.0
645,30000.0,70000.0
646,42836.58536585367,63786.66666666666
647,30000.0,71000.0
648,42836.58536585367,63786.66666666666
649,42836.58536585367,63786.66666666666
650,42836.58536585367,63786.66666666666
651,42836.58536585367,63786.66666666666
652,42836.58536585367,50000.0
653,25000.0,30000.0
654,42836.58536585367,63786.66666666666
655,40000.0,70000.0
656,30000.0,63786.66666666666
657,70000.0,63786.66666666666
658,16000.0,63786.66666666666
659,42836.58536585367,63786.66666666666
660,42836.58536585367,40000.0
661,30000.0,71000.0
662,35000.0,63786.66666666666
663,42836.58536585367,63786.66666666666
664,30000.0,63786.66666666666
665,42836.58536585367,63786.66666666666
666,25000.0,63786.66666666666
667,42836.58536585367,63786.66666666666
668,42836.58536585367,63786.66666666666
669,3000.0,3500.0
670,30000.0,71000.0
671,42836.58536585367,63786.66666666666
672,53000.0,63786.66666666666
673,42836.58536585367,63786.66666666666
674,42836.58536585367,63786.66666666666
675,30000.0,63786.66666666666
676,80000.0,63786.66666666666
677,42836.58536585367,63786.66666666666
678,42836.58536585367,63786.66666666666
679,45000.0,60000.0
680,25000.0,63786.66666666666
681,35000.0,63786.66666666666
682,42836.58536585367,63786.66666666666
683,42836.58536585367,63786.66666666666
684,42836.58536585367,63786.66666666666
685,42836.58536585367,63786.66666666666
686,42836.58536585367,63786.66666666666
687,37000.0,63786.66666666666
688,20600.0,63786.66666666666
689,30000.0,100000.0
690,20000.0,63786.66666666666
691,42836.58536585367,63786.66666666666
692,42836.58536585367,63786.66666666666
693,42836.58536585367,63786.66666666666
694,133197.2540045767,63786.66666666666
695,53000.0,63786.66666666666
696,75000.0,80000.0
697,30000.0,71000.0
698,133197.2540045767,63786.66666666666
699,30000.0,71000.0
700,42836.58536585367,63786.66666666666
701,60000.0,63786.66666666666
702,40000.0,63786.66666666666
703,42836.58536585367,63786.66666666666
704,20000.0,50000.0
705,50000.0,50000.0
706,15000.0,63786.66666666666
707,40000.0,60000.0
708,42836.58536585367,63786.66666666666
709,42836.58536585367,63786.66666666666
710,60000.0,63786.66666666666
711,42836.58536585367,63786.66666666666
712,42836.58536585367,63786.66666666666
713,42836.58536585367,63786.66666666666
714,42836.58536585367,63786.66666666666
715,42836.58536585367,63786.66666666666
716,42836.58536585367,63786.66666666666
717,50000.0,63786.66666666666
718,42836.58536585367,63786.66666666666
719,42836.58536585367,63786.66666666666
720,42836.58536585367,63786.66666666666
721,42836.58536585367,63786.66666666666
722,42836.58536585367,63786.66666666666
723,42836.58536585367,63786.66666666666
724,42836.58536585367,63786.66666666666
725,42836.58536585367,63786.66666666666
726,25000.0,63786.66666666666
727,30000.0,71000.0
728,1700.0,2500.0
729,42836.58536585367,63786.66666666666
730,30000.0,71000.0
731,42836.58536585367,63786.66666666666
732,42836.58536585367,63786.66666666666
733,42836.58536585367,63786.66666666666
734,30000.0,35000.0
735,42836.58536585367,63786.66666666666
736,42836.58536585367,63786.66666666666
737,133197.2540045767,63786.66666666666
738,133197.2540045767,63786.66666666666
739,42836.58536585367,63786.66666666666
740,42836.58536585367,63786.66666666666
741,42836.58536585367,63786.66666666666
742,40000.0,50000.0
743,42836.58536585367,63786.66666666666
744,30000.0,40000.0
745,42836.58536585367,63786.66666666666
746,42836.58536585367,63786.66666666666
747,55000.0,77000.0
748,25000.0,63786.66666666666
749,42836.58536585367,63786.66666666666
750,42836.58536585367,63786.66666666666
751,40000.0,63786.66666666666
752,42836.58536585367,63786.66666666666
753,30000.0,63786.66666666666
754,42836.58536585367,63786.66666666666
755,20000.0,63786.66666666666
756,30000.0,63786.66666666666
757,75000.0,63786.66666666666
758,42836.58536585367,63786.66666666666
759,42836.58536585367,63786.66666666666
760,120000.0,180000.0
761,42836.58536585367,63786.66666666666
762,42836.58536585367,63786.66666666666
763,42836.58536585367,63786.66666666666
764,39308.51851851852,57665.5
765,60000.0,57665.5
766,20000.0,40000.0
767,40000.0,60000.0
768,40000.0,57665.5
769,39308.51851851852,57665.5
770,22000.0,29000.0
771,40000.0,70000.0
772,39308.51851851852,57665.5
773,39308.51851851852,57665.5
774,39308.51851851852,57665.5
775,40000.0,57665.5
776,39308.51851851852,57665.5
777,20000.0,40000.0
778,31300.0,34300.0
779,39308.51851851852,57665.5
780,39308.51851851852,57665.5
781,24800.0,57665.5
782,50000.0,57665.5
783,39308.51851851852,57665.5
784,39308.51851851852,57665.5
785,39308.51851851852,57665.5
786,45000.0,57665.5
787,30000.0,100000.0
788,20000.0,57665.5
789,25000.0,57665.5
790,39308.51851851852,57665.5
791,39308.51851851852,57665.5
792,100000.0,57665.5
793,39308.51851851852,40000.0
794,28000.0,37800.0
795,25000.0,30000.0
796,39308.51851851852,57665.5
797,39308.51851851852,57665.5
798,45000.0,79000.0
799,39308.51851851852,57665.5
800,39308.51851851852,57665.5
801,39308.51851851852,57665.5
802,39308.51851851852,57665.5
803,39308.51851851852,57665.5
804,39308.51851851852,35000.0
805,39308.51851851852,57665.5
806,39308.51851851852,57665.5
807,20000.0,35000.0
808,11000.0,30000.0
809,39308.51851851852,57665.5
810,39308.51851851852,57665.5
811,73000.0,75000.0
812,39308.51851851852,57665.5
813,39308.51851851852,57665.5
814,39308.51851851852,40000.0
815,39308.51851851852,57665.5
816,39308.51851851852,57665.5
817,39308.51851851852,57665.5
818,39308.51851851852,40000.0
819,39308.51851851852,57665.5
820,39308.51851851852,57665.5
821,39308.51851851852,57665.5
822,60000.0,57665.5
823,40000.0,57665.5
824,39308.51851851852,57665.5
825,39308.51851851852,57665.5
826,39308.51851851852,57665.5
827,39308.51851851852,57665.5
828,30000.0,60000.0
829,39308.51851851852,57665.5
830,30000.0,57665.5
831,39308.51851851852,57665.5
832,39308.51851851852,57665.5
833,39308.51851851852,57665.5
834,75000.0,57665.5
835,12000.0,19000.0
836,28000.0,57665.5
837,39308.51851851852,57665.5
838,39308.51851851852,57665.5
839,39308.51851851852,57665.5
840,39308.51851851852,57665.5
841,17400.0,57665.5
842,65000.0,94000.0
843,39308.51851851852,57665.5
844,75000.0,57665.5
845,39308.51851851852,57665.5
846,39308.51851851852,57665.5
847,39308.51851851852,57665.5
848,39308.51851851852,57665.5
849,39308.51851851852,57665.5
850,39308.51851851852,57665.5
851,34000.0,34000.0
852,39308.51851851852,57665.5
853,30000.0,57665.5
854,35000.0,57665.5
855,50000.0,80000.0
856,28000.0,57665.5
857,20000.0,25000.0
858,28000.0,57665.5
859,35000.0,57665.5
860,73000.0,75000.0
861,18000.0,32000.0
862,39308.51851851852,57665.5
863,39308.51851851852,57665.5
864,39308.51851851852,57665.5
865,18000.0,57665.5
866,20000.0,57665.5
867,23890.0,35800.0
868,30000.0,34500.0
869,39308.51851851852,57665.5
870,50000.0,57665.5
871,39308.51851851852,57665.5
872,39308.51851851852,57665.5
873,39308.51851851852,57665.5
874,39308.51851851852,57665.5
875,39308.51851851852,57665.5
876,25000.0,40000.0
877,70000.0,160000.0
878,40000.0,57665.5
879,64350.0,57665.5
880,39308.51851851852,57665.5
881,39308.51851851852,57665.5
882,39308.51851851852,57665.5
883,39308.51851851852,57665.5
884,39308.51851851852,57665.5
885,39308.51851851852,57665.5
886,39308.51851851852,57665.5
887,39308.51851851852,57665.5
888,35000.0,57665.5
889,39308.51851851852,57665.5
890,39308.51851851852,57665.5
891,39308.51851851852,57665.5
892,55000.0,59000.0
893,38000.0,57000.0
894,120000.0,180000.0
895,39308.51851851852,57665.5
896,39308.51851851852,57665.5
897,39308.51851851852,57665.5
898,80000.0,120000.0
899,39308.51851851852,57665.5
900,32000.0,70000.0
901,39308.51851851852,57665.5
902,34000.0,42000.0
903,39308.51851851852,57665.5
904,33800.0,57665.5
905,39308.51851851852,57665.5
906,39308.51851851852,57665.5
907,60000.0,57665.5
